unix_t,state_D1_I0,cell_id,session_id
1576348107,1,3,0
1576348108,1,3,0
1576348109,1,3,0
1576348110,1,3,0
1576348111,1,3,0
1576348112,1,3,0
1576348113,1,3,0
1576348114,0,-1,0
1576348115,1,3,0
1576348116,1,3,0
1576348117,1,13,0
1576348118,1,13,0
1576348119,0,135,0
1576348120,0,-1,0
1576348121,1,52106,0
1576348122,1,52106,0
1576348123,1,52106,0
1576348124,1,52106,0
1576348125,1,52106,0
1576348126,1,52106,0
1576348127,1,52106,0
1576348128,1,52106,0
1576348129,1,52106,0
1576348130,1,52106,0
1576348131,1,52106,0
1576348132,1,52106,0
1576348133,1,52106,0
1576348134,0,-1,0
1576348135,1,52106,0
1576348136,1,52106,0
1576348137,1,52106,0
1576348138,1,52106,0
1576348139,1,52106,0
1576348140,1,52106,0
1576348141,1,52106,0
1576348142,1,52106,0
1576348143,1,52106,0
1576348144,1,52106,0
1576348145,1,52106,0
1576348146,1,52106,0
1576348147,1,52106,0
1576348148,0,-1,0
1576348149,1,52106,0
1576348150,1,52106,0
1576348151,1,52106,0
1576348152,1,52106,0
1576348153,1,52106,0
1576348154,1,52106,0
1576348155,1,52106,0
1576348156,0,-1,0
1576348157,1,52106,0
1576348158,1,52106,0
1576348159,1,52106,0
1576348160,1,52106,0
1576348161,1,52106,0
1576348162,0,-1,0
1576348163,1,52106,0
1576348164,1,52106,0
1576348165,1,52106,0
1576348166,1,52106,0
1576348167,0,-1,0
1576348168,1,52106,0
1576348169,1,52106,0
1576348170,1,52106,0
1576348171,1,52106,0
1576348172,1,52106,0
1576348173,1,52106,0
1576348174,1,52106,0
1576348175,1,52106,0
1576348176,1,52106,0
1576348177,1,52106,0
1576348178,1,52106,0
1576348179,0,-1,0
1576348180,1,52106,0
1576348181,1,52106,0
1576348182,1,52106,0
1576348183,1,52106,0
1576348184,1,52106,0
1576348185,1,52106,0
1576348186,1,52106,0
1576348187,1,52106,0
1576348188,1,52106,0
1576348189,1,52106,0
1576348190,0,-1,0
1576348191,1,52106,0
1576348192,1,52106,0
1576348193,1,52106,0
1576348194,1,52106,0
1576348195,1,52106,0
1576348196,1,52106,0
1576348197,1,52106,0
1576348198,1,52106,0
1576348199,1,52106,0
1576348200,1,52106,0
1576348201,1,52106,0
1576348202,1,52106,0
1576348203,1,52106,0
1576348204,0,-1,0
1576348205,1,52106,0
1576348206,1,52106,0
1576348207,1,52106,0
1576348208,1,52106,0
1576348209,1,52106,0
1576348210,1,52106,0
1576348211,1,52106,0
1576348212,1,52106,0
1576348213,0,-1,0
1576348214,1,52106,0
1576348215,1,52106,0
1576348216,1,52106,0
1576348217,1,52106,0
1576348218,1,52106,0
1576348219,1,52106,0
1576348220,1,52106,0
1576348221,1,52106,0
1576348222,1,52106,0
1576348223,1,52106,0
1576348224,1,52106,0
1576348225,0,-1,0
1576348226,1,52106,0
1576348227,1,52106,0
1576348228,1,52106,0
1576348229,1,52106,0
1576348230,1,52106,0
1576348231,1,52106,0
1576348232,1,52106,0
1576348233,1,52106,0
1576348234,1,52106,0
1576348235,1,52106,0
1576348236,1,52106,0
1576348237,0,-1,0
1576348238,1,52106,0
1576348239,1,52106,0
1576348240,1,52106,0
1576348241,1,52106,0
1576348242,1,52106,0
1576348243,1,52106,0
1576348244,1,52106,0
1576348245,0,-1,0
1576348246,1,52106,0
1576348247,1,52106,0
1576348248,0,-1,0
1576348249,1,52106,0
1576348250,1,52106,0
1576348251,1,52106,0
1576348252,1,52106,0
1576348253,1,52106,0
1576348254,1,52106,0
1576348255,1,52106,0
1576348256,1,52106,0
1576348257,1,52106,0
1576348258,1,52106,0
1576348259,0,-1,0
1576348260,1,52106,0
1576348261,1,52106,0
1576348262,1,52106,0
1576348263,1,52106,0
1576348264,1,52106,0
1576348265,1,52106,0
1576348266,1,52106,0
1576348267,1,52106,0
1576348268,1,52106,0
1576348269,1,52106,0
1576348270,0,-1,0
1576348271,1,52106,0
1576348272,1,52106,0
1576348273,0,-1,0
1576348274,1,52106,0
1576348275,1,52106,0
1576348276,0,-1,0
1576348277,1,52106,0
1576348278,1,52106,0
1576348279,1,52106,0
1576348280,1,52106,0
1576348281,0,-1,0
1576348282,1,52106,0
1576348283,1,52106,0
1576348284,1,52106,0
1576348285,1,52106,0
1576348286,1,52106,0
1576348287,0,-1,0
1576348288,1,52106,0
1576348289,1,52106,0
1576348290,1,52106,0
1576348291,1,52106,0
1576348292,1,52106,0
1576348293,0,-1,0
1576348294,1,52106,0
1576348295,1,52106,0
1576348296,1,52106,0
1576348297,1,52106,0
1576348298,0,-1,0
1576348299,1,52106,0
1576348300,1,52106,0
1576348301,1,52106,0
1576348302,1,52106,0
1576348303,1,52106,0
1576348304,0,-1,0
1576348305,1,52106,0
1576348306,1,52106,0
1576348307,1,52106,0
1576348308,1,52106,0
1576348309,1,52106,0
1576348310,1,52106,0
1576348311,1,52106,0
1576348312,1,52106,0
1576348313,1,52106,0
1576348314,0,-1,0
1576348315,0,-1,0
1576348316,1,52106,0
1576348317,1,52106,0
1576348318,1,52106,0
1576348319,1,52106,0
1576348320,1,52106,0
1576348321,1,52106,0
1576348322,1,52106,0
1576348323,1,52106,0
1576348324,1,52106,0
1576348325,0,-1,0
1576348326,1,52106,0
1576348327,1,52106,0
1576348328,1,52106,0
1576348329,0,-1,0
1576348330,1,52106,0
1576348331,1,52106,0
1576348332,1,52106,0
1576348333,1,52106,0
1576348334,1,52106,0
1576348335,1,52106,0
1576348336,1,52106,0
1576348337,0,-1,0
1576348338,1,52106,0
1576348339,1,52106,0
1576348340,1,52106,0
1576348341,1,52106,0
1576348342,1,52106,0
1576348343,1,52106,0
1576348344,1,52106,0
1576348345,1,52106,0
1576348346,1,52106,0
1576348347,1,52106,0
1576348348,0,-1,0
1576348349,1,52106,0
1576348350,1,52106,0
1576348351,1,52106,0
1576348352,1,52106,0
1576348353,1,52106,0
1576348354,1,52106,0
1576348355,1,52106,0
1576348356,1,52106,0
1576348357,1,52106,0
1576348358,1,52106,0
1576348359,0,-1,0
1576348360,1,52106,0
1576348361,1,52106,0
1576348362,1,52106,0
1576348363,1,52106,0
1576348364,1,52106,0
1576348365,1,52106,0
1576348366,1,52106,0
1576348367,1,52106,0
1576348368,1,52106,0
1576348369,1,52106,0
1576348370,1,52106,0
1576348371,0,-1,0
1576348372,0,-1,0
1576348373,1,52106,0
1576348374,1,52106,0
1576348375,1,52106,0
1576348376,1,52106,0
1576348377,1,52106,0
1576348378,1,52106,0
1576348379,1,52106,0
1576348380,1,52106,0
1576348381,1,52106,0
1576348382,0,-1,0
1576348383,1,52106,0
1576348384,1,52106,0
1576348385,1,52106,0
1576348386,0,-1,0
1576348387,1,52106,0
1576348388,1,52106,0
1576348389,1,52106,0
1576348390,1,52106,0
1576348391,1,52106,0
1576348392,1,52106,0
1576348393,1,52106,0
1576348394,0,-1,0
1576348395,1,52106,0
1576348396,1,52106,0
1576348397,1,52106,0
1576348398,1,52106,0
1576348399,1,52106,0
1576348400,1,52106,0
1576348401,1,52106,0
1576348402,1,52106,0
1576348403,1,52106,0
1576348404,0,-1,0
1576348405,1,52106,0
1576348406,1,52106,0
1576348407,1,52106,0
1576348408,1,52106,0
1576348409,1,52106,0
1576348410,1,52106,0
1576348411,1,52106,0
1576348412,1,52106,0
1576348413,0,-1,0
1576348414,0,-1,0
1576348415,1,52106,0
1576348416,1,52106,0
1576348417,1,52106,0
1576348418,1,52106,0
1576348419,1,52106,0
1576348420,1,52106,0
1576348421,1,52106,0
1576348422,0,-1,0
1576348423,1,52106,0
1576348424,1,52106,0
1576348425,1,52106,0
1576348426,1,52106,0
1576348427,1,52106,0
1576348428,1,52106,0
1576348429,1,52106,0
1576348430,0,-1,0
1576348431,0,-1,0
1576348432,1,52106,0
1576348433,1,52106,0
1576348434,1,52106,0
1576348435,0,-1,0
1576348436,1,52106,0
1576348437,1,52106,0
1576348438,1,52106,0
1576348439,0,-1,0
1576348440,1,52106,0
1576348441,1,52106,0
1576348442,1,52106,0
1576348443,1,52106,0
1576348444,1,52106,0
1576348445,1,52106,0
1576348446,1,52106,0
1576348447,1,52106,0
1576348448,0,-1,0
1576348449,1,52106,0
1576348450,1,52106,0
1576348451,1,52106,0
1576348452,1,52106,0
1576348453,1,52106,0
1576348454,1,52106,0
1576348455,1,52106,0
1576348456,1,52106,0
1576348457,0,-1,0
1576348458,1,52106,0
1576348459,1,52106,0
1576348460,1,52106,0
1576348461,1,52106,0
1576348462,1,52106,0
1576348463,1,52106,0
1576348464,1,52106,0
1576348465,0,-1,0
1576348466,1,52106,0
1576348467,1,52106,0
1576348468,1,52106,0
1576348469,1,52106,0
1576348470,1,52106,0
1576348471,1,52106,0
1576348472,1,52106,0
1576348473,1,52106,0
1576348474,0,-1,0
1576348475,1,52106,0
1576348476,1,52106,0
1576348477,1,52106,0
1576348478,0,-1,0
1576348479,1,52106,0
1576348480,1,52106,0
1576348481,1,52106,0
1576348482,1,52106,0
1576348483,1,52106,0
1576348484,1,52106,0
1576348485,0,-1,0
1576348486,1,52106,0
1576348487,1,52106,0
1576348488,1,52106,0
1576348489,1,52106,0
1576348490,1,52106,0
1576348491,1,52106,0
1576348492,1,52106,0
1576348493,0,-1,0
1576348494,0,-1,0
1576348495,1,52106,0
1576348496,1,52106,0
1576348497,1,52106,0
1576348498,1,52106,0
1576348499,1,52106,0
1576348500,0,-1,0
1576348501,1,52106,0
1576348502,1,52106,0
1576348503,0,-1,0
1576348504,1,52106,0
1576348505,1,52106,0
1576348506,1,52106,0
1576348507,0,-1,0
1576348508,1,52106,0
1576348509,1,52106,0
1576348510,1,52106,0
1576348511,1,52106,0
1576348512,0,-1,0
1576348513,1,52106,0
1576348514,1,52106,0
1576348515,1,52106,0
1576348516,1,52106,0
1576348517,1,52106,0
1576348518,1,52106,0
1576348519,1,52106,0
1576348520,1,52106,0
1576348521,0,-1,0
1576348522,1,52106,0
1576348523,0,-1,0
1576348524,1,52106,0
1576348525,1,52106,0
1576348526,1,52106,0
1576348527,1,52106,0
1576348528,1,52106,0
1576348529,1,52106,0
1576348530,1,52106,0
1576348531,1,52106,0
1576348532,1,52106,0
1576348533,1,52106,0
1576348534,1,52106,0
1576348535,1,52106,0
1576348536,1,52106,0
1576348537,1,52106,0
1576348538,1,52106,0
1576348539,0,-1,0
1576348540,1,52106,0
1576348541,1,52106,0
1576348542,1,52106,0
1576348543,1,52106,0
1576348544,1,52106,0
1576348545,1,52106,0
1576348546,1,52106,0
1576348547,1,52106,0
1576348548,1,52106,0
1576348549,1,52106,0
1576348550,0,-1,0
1576348551,1,52106,0
1576348552,1,52106,0
1576509763,1,12,1
1576509764,1,12,1
1576509765,0,-1,1
1576509766,1,12,1
1576509767,1,12,1
1576509768,1,12,1
1576509769,0,12,1
1576509770,1,12,1
1576509771,1,12,1
1576509772,1,12,1
1576509773,1,12,1
1576509774,1,12,1
1576509775,0,-1,1
1576509776,1,12,1
1576509777,1,12,1
1576509778,1,12,1
1576509779,1,12,1
1576509780,1,12,1
1576509781,1,12,1
1576509782,1,12,1
1576509783,1,12,1
1576509784,0,-1,1
1576509785,1,12,1
1576509786,1,12,1
1576509787,1,12,1
1576509788,1,12,1
1576509789,1,12,1
1576509790,1,12,1
1576509791,1,12,1
1576509792,0,-1,1
1576509793,1,12,1
1576509794,1,12,1
1576509795,1,12,1
1576509796,1,12,1
1576509797,1,12,1
1576509798,1,12,1
1576509799,1,12,1
1576509800,1,12,1
1576509801,0,-1,1
1576509802,1,12,1
1576509803,1,12,1
1576509804,1,12,1
1576509805,1,12,1
1576509806,1,12,1
1576509807,1,12,1
1576509808,1,12,1
1576509809,1,12,1
1576509810,0,-1,1
1576509811,1,12,1
1576509812,1,12,1
1576509813,1,12,1
1576509814,1,12,1
1576509815,1,12,1
1576509816,1,12,1
1576509817,1,12,1
1576509818,1,12,1
1576509819,0,-1,1
