unix_t,state_D1_I0,cell_id,session_id
1576537126,1,11,4
1576537127,1,11,4
1576537128,1,11,4
1576537129,1,11,4
1576537130,1,11,4
1576537131,1,11,4
1576537132,0,-1,4
1576537133,1,11,4
1576537134,1,11,4
1576537135,1,11,4
1576537136,1,11,4
1576537137,1,11,4
1576537138,1,11,4
1576537139,1,11,4
1576537140,1,11,4
1576537141,1,11,4
1576537142,1,11,4
1576537143,1,11,4
1576537144,1,11,4
1576537145,1,11,4
1576537146,0,-1,4
1576537147,1,11,4
1576537148,1,11,4
1576537149,1,11,4
1576537150,1,13,4
1576537151,1,13,4
1576537152,1,13,4
1576537153,1,13,4
1576537154,1,13,4
1576537155,1,13,4
1576537156,1,13,4
1576537157,0,-1,4
1576537158,1,13,4
1576537159,1,13,4
1576537160,1,13,4
1576537161,1,13,4
1576537162,1,13,4
1576537163,1,13,4
1576537164,1,13,4
1576537165,1,13,4
1576537166,1,13,4
1576537167,1,13,4
1576537168,1,13,4
1576537169,0,-1,4
1576537170,0,-1,4
1576537171,1,13,4
1576537172,1,13,4
1576537173,1,13,4
1576537174,1,13,4
1576537175,1,13,4
1576537176,1,13,4
1576537177,1,13,4
1576537178,1,13,4
1576537179,1,13,4
1576537180,0,-1,4
1576537181,1,13,4
1576537182,1,13,4
1576537183,1,13,4
1576537184,0,-1,4
1576537185,1,12,4
1576537186,1,12,4
1576537187,1,12,4
1576537188,1,12,4
1576537189,1,12,4
1576537190,1,12,4
1576537191,1,12,4
1576537192,1,12,4
1576537193,1,12,4
1576537194,1,13,4
1576537195,1,13,4
1576537196,1,13,4
1576537197,1,13,4
1576537198,1,13,4
1576537199,1,13,4
1576537200,1,13,4
1576537201,1,13,4
1576537202,1,13,4
1576537203,1,12,4
1576537204,1,12,4
1576537205,1,12,4
1576537206,1,12,4
1576537207,1,12,4
1576537208,0,-1,4
1576537209,1,12,4
1576537210,1,12,4
1576537211,1,12,4
1576537212,0,-1,4
1576537213,1,12,4
1576537214,1,12,4
1576537215,1,12,4
1576537216,0,-1,4
1576537217,1,12,4
1576537218,1,12,4
1576537219,1,12,4
1576537220,1,12,4
1576537221,1,12,4
1576537222,1,12,4
1576537223,1,13,4
1576537224,1,13,4
1576537225,0,-1,4
1576537226,0,-1,4
1576537227,1,13,4
1576537228,1,13,4
1576537229,1,13,4
1576537230,1,13,4
1576537231,1,13,4
1576537232,1,13,4
1576537233,1,13,4
1576537234,1,12,4
1576537235,0,-1,4
1576537236,1,12,4
1576537237,1,13,4
1576537238,1,13,4
1576537239,1,13,4
1576537240,1,13,4
1576537241,1,13,4
1576537242,1,13,4
1576537243,1,12,4
1576537244,1,12,4
1576537245,0,-1,4
1576537246,1,2,4
1576537247,1,2,4
1576537248,1,12,4
1576537249,0,12,4
1576537250,0,2,4
1576537251,0,2,4
1576537252,0,2,4
1576537253,1,2,4
1576537254,1,12,4
1576537255,0,-1,4
1576537256,1,12,4
1576537257,1,12,4
1576537258,1,12,4
1576537259,1,12,4
1576537260,1,12,4
1576537261,1,12,4
1576537262,1,12,4
1576537263,1,12,4
1576537264,1,12,4
1576537265,0,-1,4
1576537266,1,12,4
1576537267,1,12,4
1576537268,1,12,4
1576537269,1,12,4
1576537270,1,12,4
1576537271,1,12,4
1576537272,1,12,4
1576537273,1,12,4
1576537274,1,12,4
1576537275,1,12,4
1576537276,1,12,4
1576537277,1,12,4
1576537278,0,-1,4
1576537279,1,12,4
1576537280,1,12,4
1576537281,0,-1,4
1576537282,1,12,4
1576537283,1,2,4
1576537284,1,2,4
1576537285,1,2,4
1576537286,1,2,4
1576537287,0,2,4
1576537288,1,2,4
1576537289,0,-1,4
1576537290,1,2,4
1576537291,1,2,4
1576537292,1,2,4
1576537293,1,2,4
1576537294,0,2,4
1576537295,0,2,4
1576537296,0,2,4
1576537297,1,2,4
1576537298,1,2,4
1576537299,1,2,4
1576537300,0,-1,4
1576537301,0,2,4
1576537302,1,2,4
1576537303,1,2,4
1576537304,0,2,4
1576537305,0,2,4
1576537306,1,2,4
1576537307,0,2,4
1576537308,0,2,4
1576537309,0,2,4
1576537310,0,-1,4
1576537311,0,2,4
1576537312,1,2,4
1576537313,1,2,4
1576537314,1,2,4
1576537315,0,2,4
1576537316,0,2,4
1576537317,0,2,4
1576537318,0,2,4
1576537319,1,2,4
1576537320,0,2,4
1576537321,1,2,4
1576537322,0,2,4
1576537323,0,2,4
1576537324,0,2,4
1576537325,1,7,4
1576537326,1,13,4
1576537327,1,13,4
1576537328,1,13,4
1576537329,1,13,4
1576537330,1,13,4
1576537331,1,13,4
1576537332,0,-1,4
1576537333,1,13,4
1576537334,1,13,4
1576537335,1,13,4
1576537336,1,13,4
1576537337,1,13,4
1576537338,1,13,4
1576537339,1,13,4
1576537340,1,13,4
1576537341,1,13,4
1576537342,0,-1,4
1576537343,1,13,4
1576537344,1,13,4
1576537345,1,13,4
1576537346,1,13,4
1576537347,1,13,4
1576537348,1,13,4
1576537349,1,13,4
1576537350,0,-1,4
1576537351,1,13,4
1576537352,1,13,4
1576537353,1,13,4
1576537354,1,13,4
1576537355,1,13,4
1576537356,1,13,4
1576537357,1,13,4
1576537358,1,13,4
1576537359,1,13,4
1576537360,0,-1,4
1576537361,1,13,4
1576537362,1,13,4
1576537363,1,13,4
1576537364,0,-1,4
1576537365,1,13,4
1576537366,1,13,4
1576537367,1,13,4
1576537368,1,13,4
1576537369,0,-1,4
1576537370,1,13,4
1576537371,1,13,4
1576537372,1,13,4
1576537373,1,13,4
1576537374,1,13,4
1576537375,1,13,4
1576537376,1,13,4
1576537377,1,13,4
1576537378,0,-1,4
1576537379,1,13,4
1576537380,1,13,4
1576537381,1,13,4
1576537382,1,13,4
1576537383,1,13,4
1576537384,1,13,4
1576537385,1,13,4
1576537386,1,13,4
1576537387,0,-1,4
1576537388,1,13,4
1576537389,1,13,4
1576537390,1,13,4
1576537391,1,13,4
1576537392,0,-1,4
1576537393,1,13,4
1576537394,1,13,4
1576537395,1,13,4
1576537396,1,13,4
1576537397,1,13,4
1576537398,1,13,4
1576537399,1,13,4
1576537400,0,-1,4
1576537401,1,13,4
1576537402,1,13,4
1576537403,1,13,4
1576537404,1,13,4
1576537405,1,13,4
1576537406,1,13,4
1576537407,1,13,4
1576537408,1,13,4
1576537409,1,13,4
1576537410,0,-1,4
1576537411,1,13,4
1576537412,1,13,4
1576537413,1,13,4
1576537414,1,13,4
1576537415,1,13,4
1576537416,1,13,4
1576537417,1,13,4
1576537418,1,13,4
1576537419,1,13,4
1576537420,1,13,4
1576537421,1,13,4
1576537422,1,13,4
1576537423,1,13,4
1576537424,1,13,4
1576537425,1,13,4
1576537426,0,-1,4
1576537427,1,13,4
1576537428,1,13,4
1576537429,1,13,4
1576537430,1,13,4
1576537431,1,13,4
1576537432,1,13,4
1576537433,1,13,4
1576537434,1,13,4
1576537435,1,13,4
1576537436,1,13,4
1576537437,1,13,4
1576537438,0,-1,4
1576537439,1,13,4
1576537440,1,13,4
1576537441,1,13,4
1576537442,1,13,4
1576537443,1,13,4
1576537444,1,13,4
1576537445,1,13,4
1576537446,1,13,4
1576537447,0,-1,4
1576537448,0,-1,4
1576537449,1,13,4
1576537450,1,13,4
1576537451,1,13,4
1576537452,1,13,4
1576537453,1,13,4
1576537454,1,13,4
1576537455,1,13,4
1576537456,1,13,4
1576537457,1,13,4
1576537458,1,13,4
1576537459,1,13,4
1576537460,1,13,4
1576537461,0,-1,4
1576537462,1,2,4
1576537463,1,2,4
1576537464,1,2,4
1576537465,1,2,4
1576537466,1,2,4
1576537467,1,2,4
1576537468,1,2,4
1576537469,1,2,4
1576537470,1,2,4
1576537471,0,-1,4
1576537472,1,2,4
1576537473,1,2,4
1576537474,1,2,4
1576537475,0,-1,4
1576537476,1,2,4
1576537477,1,2,4
1576537478,1,2,4
1576537479,1,2,4
1576537480,1,2,4
1576537481,1,2,4
1576537482,1,2,4
1576537483,1,13,4
1576537484,1,13,4
1576537485,1,2,4
1576537486,1,2,4
1576537487,1,2,4
1576537488,1,2,4
1576537489,0,-1,4
1576537490,0,-1,4
1576537491,1,2,4
1576537492,1,2,4
1576537493,0,-1,4
1576537494,1,2,4
1576537495,1,2,4
1576537496,1,1,4
1576537497,1,1,4
1576537498,1,1,4
1576537499,1,1,4
1576537500,1,1,4
1576537501,1,1,4
1576537502,1,1,4
1576537503,0,-1,4
1576537504,1,1,4
1576537505,1,1,4
1576537506,1,1,4
1576537507,1,1,4
1576537508,1,1,4
1576537509,1,1,4
1576537510,1,1,4
1576537511,1,1,4
1576537512,1,1,4
1576537513,1,12,4
1576537514,1,12,4
1576537515,1,12,4
1576537516,1,12,4
1576537517,0,-1,4
1576537518,1,12,4
1576537519,1,12,4
1576537520,1,1,4
1576537521,0,-1,4
1576537522,1,1,4
1576537523,1,1,4
1576537524,1,1,4
1576537525,1,1,4
1576537526,1,1,4
1576537527,1,1,4
1576537528,1,1,4
1576537529,1,1,4
1576537530,0,-1,4
1576537531,0,-1,4
1576537532,1,1,4
1576537533,1,1,4
1576537534,1,13,4
1576537535,1,13,4
1576537536,1,12,4
1576537537,1,12,4
1576537538,1,12,4
1576537539,1,12,4
1576537540,1,12,4
1576537541,1,12,4
1576537542,1,12,4
1576537543,1,12,4
1576537544,1,12,4
1576537545,1,12,4
1576537546,0,-1,4
1576537547,1,12,4
1576537548,1,12,4
1576537549,1,12,4
1576537550,1,12,4
1576537551,1,12,4
1576537552,1,12,4
1576537553,1,12,4
1576537554,1,12,4
1576537555,1,12,4
1576537556,1,12,4
1576537557,1,12,4
1576537558,1,12,4
1576537559,1,12,4
1576537560,1,12,4
1576537561,1,12,4
1576537562,1,12,4
1576537563,1,12,4
1576537564,1,12,4
1576537565,1,12,4
1576537566,1,12,4
1576537567,1,12,4
1576537568,1,12,4
1576537569,1,12,4
1576537570,0,-1,4
1576537571,1,12,4
1576537572,1,12,4
1576537573,1,12,4
1576537574,1,12,4
1576537575,1,12,4
1576537576,1,12,4
1576537577,1,12,4
1576537578,1,12,4
1576537579,1,12,4
1576537580,0,-1,4
1576537581,1,12,4
1576537582,1,12,4
1576537583,1,12,4
1576537584,1,12,4
1576537585,1,12,4
1576537586,0,-1,4
1576537587,1,12,4
1576537588,1,12,4
1576537589,1,12,4
1576537590,1,12,4
1576537591,1,12,4
1576537592,1,12,4
1576537593,1,12,4
1576537594,1,12,4
1576537595,1,12,4
1576537596,0,-1,4
1576537597,1,12,4
1576537598,1,12,4
1576537599,1,12,4
1576537600,0,-1,4
1576537601,1,12,4
1576537602,1,12,4
1576537603,1,12,4
1576537604,1,12,4
1576537605,0,-1,4
1576537606,1,12,4
1576537607,1,12,4
1576537608,1,12,4
1576537609,1,12,4
1576537610,1,12,4
1576537611,1,12,4
1576537612,1,11,4
1576537613,0,-1,4
1576537614,0,-1,4
1576537615,1,11,4
1576537616,1,11,4
1576537617,1,11,4
1576537618,1,11,4
1576537619,1,11,4
1576537620,1,11,4
1576537621,1,11,4
1576537622,1,11,4
1576537623,0,-1,4
1576537624,1,11,4
1576537625,1,11,4
1576537626,1,11,4
1576537627,1,11,4
1576537628,1,11,4
1576537629,1,11,4
1576537630,1,11,4
1576537631,0,-1,4
1576537632,1,11,4
1576537633,1,11,4
1576537634,1,11,4
1576537635,1,11,4
1576537636,1,11,4
1576537637,1,11,4
1576537638,1,11,4
1576537639,0,-1,4
1576537640,1,11,4
1576537641,1,11,4
1576537642,0,-1,4
1576537643,1,11,4
1576537644,1,11,4
1576537645,1,11,4
1576537646,1,11,4
1576537647,1,11,4
1576537648,0,-1,4
1576537649,1,11,4
1576537650,1,11,4
1576537651,1,11,4
1576537652,1,11,4
1576537653,1,11,4
1576537654,1,11,4
1576537655,1,11,4
1576537656,1,11,4
1576537657,1,11,4
1576537658,1,11,4
1576537659,1,11,4
1576537660,1,11,4
1576537661,1,11,4
1576537662,1,11,4
1576537663,1,11,4
1576537664,1,11,4
1576537665,1,11,4
1576537666,1,11,4
1576537667,0,-1,4
1576537668,1,11,4
1576537669,1,11,4
1576537670,1,11,4
1576537671,1,11,4
1576537672,1,11,4
1576537673,1,11,4
1576537674,1,11,4
1576537675,1,11,4
1576537676,1,11,4
1576537677,0,-1,4
1576537678,1,11,4
1576537679,1,11,4
1576537680,1,11,4
1576537681,1,11,4
1576537682,1,11,4
1576537683,0,-1,4
1576537684,1,11,4
1576537685,1,11,4
1576537686,1,11,4
1576537687,1,11,4
1576537688,0,-1,4
1576537689,1,11,4
1576537690,1,11,4
1576537691,1,11,4
1576537692,1,11,4
1576537693,1,11,4
1576537694,1,11,4
1576537695,1,11,4
1576537696,1,11,4
1576537697,1,11,4
1576537698,1,11,4
1576537699,1,11,4
1576537700,1,11,4
1576537701,1,11,4
1576537702,1,11,4
1576537703,1,11,4
1576537704,1,11,4
1576537705,1,11,4
1576537706,1,11,4
1576537707,1,11,4
1576537708,1,11,4
1576537709,1,11,4
1576537710,1,11,4
1576537711,1,11,4
1576537712,1,11,4
1576537713,1,11,4
1576537714,1,11,4
1576537715,1,11,4
1576537716,1,11,4
1576537717,1,11,4
1576537718,1,11,4
1576537719,1,12,4
1576537720,1,12,4
1576537721,1,12,4
1576537722,1,12,4
1576537723,1,12,4
1576537724,0,-1,4
1576537725,0,12,4
1576537726,1,12,4
1576537727,1,12,4
1576537728,1,12,4
1576537729,1,12,4
1576537730,1,12,4
1576537731,1,12,4
1576537732,0,-1,4
1576537733,1,12,4
1576537734,1,12,4
1576537735,1,12,4
1576537736,1,12,4
1576537737,1,12,4
1576537738,1,12,4
1576537739,1,12,4
1576537740,1,12,4
1576537741,1,12,4
1576537742,1,12,4
1576537743,1,12,4
1576537744,1,12,4
1576537745,1,12,4
1576537746,1,12,4
1576537747,1,12,4
1576537748,1,12,4
1576537749,0,-1,4
1576537750,1,12,4
1576537751,1,3,4
1576537752,1,3,4
1576537753,1,3,4
1576537754,1,3,4
1576537755,1,3,4
1576537756,1,3,4
1576537757,1,3,4
1576537758,0,-1,4
1576537759,1,3,4
1576537760,1,3,4
1576537761,1,3,4
1576537762,1,3,4
1576537763,1,3,4
1576537764,1,3,4
1576537765,1,3,4
1576537766,1,12,4
1576537767,1,12,4
1576537768,0,-1,4
1576537769,1,12,4
1576537770,1,12,4
1576537771,1,7,4
1576537772,1,3,4
1576537773,1,3,4
1576537774,0,-1,4
1576537775,1,3,4
1576537776,1,3,4
1576537777,1,3,4
1576537778,1,3,4
1576537779,1,3,4
1576537780,1,3,4
1576537781,1,3,4
1576537782,1,3,4
1576537783,1,3,4
1576537784,1,3,4
1576537785,1,3,4
1576537786,1,3,4
1576537787,1,3,4
1576537788,1,3,4
1576537789,1,3,4
1576537790,1,3,4
1576537791,1,3,4
1576537792,1,3,4
1576537793,1,3,4
1576537794,0,-1,4
1576537795,1,3,4
1576537796,1,3,4
1576537797,1,3,4
1576537798,1,3,4
1576537799,1,3,4
1576537800,1,3,4
1576537801,1,3,4
1576537802,1,3,4
1576537803,1,3,4
1576537804,1,3,4
1576537805,0,-1,4
1576537806,1,3,4
1576537807,1,2,4
1576537808,1,2,4
1576537809,1,2,4
1576537810,1,2,4
1576537811,1,2,4
1576537812,1,2,4
1576537813,1,2,4
1576537814,1,2,4
1576537815,0,-1,4
1576537816,1,2,4
1576537817,1,2,4
1576537818,1,2,4
1576537819,1,2,4
1576537820,1,2,4
1576537821,1,2,4
1576537822,1,2,4
1576537823,1,2,4
1576537824,0,-1,4
1576537825,1,2,4
1576537826,1,2,4
1576537827,1,2,4
1576537828,1,2,4
1576537829,1,2,4
1576537830,1,2,4
1576537831,1,2,4
1576537832,1,2,4
1576537833,1,2,4
1576537834,1,2,4
1576537835,1,2,4
1576537836,1,2,4
1576537837,0,-1,4
1576537838,0,-1,4
1576537839,1,2,4
1576537840,1,2,4
1576537841,1,2,4
1576537842,1,2,4
1576537843,1,2,4
1576537844,1,2,4
1576537845,1,2,4
1576537846,1,2,4
1576537847,1,2,4
1576537848,0,-1,4
1576537849,1,2,4
1576537850,1,2,4
1576537851,1,2,4
1576537852,0,-1,4
1576537853,1,2,4
1576537854,1,2,4
1576537855,1,2,4
1576537856,1,2,4
1576537857,1,2,4
1576537858,1,2,4
1576537859,0,-1,4
1576537860,1,2,4
1576537861,1,2,4
1576537862,1,2,4
1576537863,1,2,4
1576537864,1,2,4
1576537865,1,2,4
1576537866,1,2,4
1576537867,1,2,4
1576537868,1,2,4
1576537869,0,-1,4
1576537870,1,2,4
1576537871,1,2,4
1576537872,1,2,4
1576537873,1,2,4
1576537874,1,2,4
1576537875,1,2,4
1576537876,1,2,4
1576537877,1,2,4
1576537878,1,2,4
1576537879,1,2,4
1576537880,0,-1,4
1576537881,1,2,4
1576537882,1,2,4
1576537883,1,2,4
1576537884,1,2,4
1576537885,1,2,4
1576537886,1,2,4
1576537887,1,2,4
1576537888,1,2,4
1576537889,1,2,4
1576537890,1,2,4
1576537891,0,-1,4
1576537892,1,2,4
1576537893,1,2,4
1576537894,0,-1,4
1576537895,1,2,4
1576537896,1,2,4
1576537897,1,2,4
1576537898,1,2,4
1576537899,1,2,4
1576537900,1,2,4
1576537901,1,2,4
1576537902,0,-1,4
1576537903,1,2,4
1576537904,1,2,4
1576537905,1,2,4
1576537906,1,2,4
1576537907,1,2,4
1576537908,1,2,4
1576537909,1,2,4
1576537910,1,2,4
1576537911,1,2,4
1576537912,0,-1,4
1576537913,1,2,4
1576537914,1,2,4
1576537915,1,2,4
1576537916,1,2,4
1576537917,1,2,4
1576537918,1,2,4
1576537919,1,2,4
1576537920,1,2,4
1576537921,1,2,4
1576537922,1,2,4
1576537923,0,-1,4
1576537924,1,2,4
1576537925,1,2,4
1576537926,1,2,4
1576537927,1,2,4
1576537928,1,2,4
1576537929,1,2,4
1576537930,1,2,4
1576537931,1,2,4
1576537932,1,2,4
1576537933,0,-1,4
1576537934,1,2,4
1576537935,1,2,4
1576537936,1,2,4
1576537937,1,2,4
1576537938,1,2,4
1576537939,1,2,4
1576537940,1,2,4
1576537941,1,2,4
1576537942,0,-1,4
1576537943,1,2,4
1576537944,1,2,4
1576537945,1,2,4
1576537946,1,2,4
1576537947,1,2,4
1576537948,1,2,4
1576537949,1,2,4
1576537950,1,2,4
1576537951,1,2,4
1576537952,0,-1,4
1576537953,1,2,4
1576537954,1,2,4
1576537955,1,2,4
1576537956,1,2,4
1576537957,1,2,4
1576537958,1,2,4
1576537959,1,2,4
1576537960,0,2,4
1576537961,0,2,4
1576596759,1,12,5
1576596760,0,12,5
1576596761,1,12,5
1576596762,1,12,5
1576596763,0,12,5
1576596764,1,12,5
1576596765,0,-1,5
1576596766,1,12,5
1576596767,1,12,5
1576596768,1,12,5
1576596769,1,12,5
1576596770,1,12,5
1576596771,1,12,5
1576596772,1,12,5
1576596773,1,12,5
1576596774,0,-1,5
1576596775,1,12,5
1576596776,0,-1,5
1576596777,1,12,5
1576596778,1,12,5
1576596779,1,12,5
1576596780,1,12,5
1576596781,1,12,5
1576596782,0,-1,5
1576596783,1,12,5
1576596784,1,12,5
1576596785,1,12,5
1576596786,1,12,5
1576596787,1,12,5
1576596788,1,12,5
1576596789,1,12,5
1576596790,0,-1,5
1576596791,1,12,5
1576596792,1,12,5
1576596793,1,12,5
1576596794,1,12,5
1576596795,1,12,5
1576596796,1,12,5
1576596797,1,12,5
1576596798,0,-1,5
1576596799,1,12,5
1576596800,1,12,5
1576596801,1,12,5
1576596802,1,12,5
1576596803,1,12,5
1576596804,1,12,5
1576596805,1,12,5
1576596806,1,12,5
1576596807,0,-1,5
1576596808,1,12,5
1576596809,1,12,5
1576596810,1,12,5
1576596811,1,12,5
1576596812,1,12,5
1576596813,1,12,5
1576596814,1,12,5
1576596815,1,12,5
1576596816,1,12,5
1576596817,0,-1,5
1576596818,0,-1,5
1576596819,1,12,5
1576596820,1,12,5
1576596821,1,12,5
1576596822,1,12,5
1576596823,1,12,5
1576596824,1,12,5
1576596825,0,-1,5
1576596826,1,12,5
1576596827,1,12,5
1576596828,1,12,5
1576596829,1,12,5
1576596830,1,12,5
1576596831,1,12,5
1576596832,1,12,5
1576596833,1,12,5
1576596834,1,12,5
1576596835,1,12,5
1576596836,1,12,5
1576596837,1,12,5
1576596838,1,12,5
1576596839,1,12,5
1576596840,1,12,5
1576596841,1,12,5
1576596842,1,12,5
1576596843,0,-1,5
1576596844,1,12,5
1576596845,1,12,5
1576596846,0,-1,5
1576596847,1,12,5
1576596848,1,12,5
1576596849,1,12,5
1576596850,0,-1,5
1576596851,0,-1,5
1576596852,1,12,5
1576596853,1,12,5
1576596854,1,12,5
1576596855,1,12,5
1576596856,1,12,5
1576596857,1,12,5
1576596858,1,12,5
1576596859,1,12,5
1576596860,0,-1,5
1576596861,1,12,5
1576596862,1,12,5
1576596863,1,12,5
1576596864,1,12,5
1576596865,1,12,5
1576596866,1,12,5
1576596867,1,12,5
1576596868,1,12,5
1576596869,0,-1,5
1576596870,1,11,5
1576596871,1,11,5
1576596872,1,12,5
1576596873,1,12,5
1576596874,1,12,5
1576596875,1,12,5
1576596876,1,12,5
1576596877,0,-1,5
1576596878,1,12,5
1576596879,1,12,5
1576596880,1,12,5
1576596881,1,12,5
1576596882,1,12,5
1576596883,1,12,5
1576596884,1,12,5
1576596885,1,12,5
1576596886,0,-1,5
1576596887,1,12,5
1576596888,0,-1,5
1576596889,1,12,5
1576596890,1,12,5
1576596891,1,12,5
1576596892,1,12,5
1576596893,1,12,5
1576596894,0,-1,5
1576596895,1,12,5
1576596896,1,12,5
1576596897,1,12,5
1576596898,1,12,5
1576596899,1,12,5
1576596900,1,12,5
1576596901,1,12,5
1576596902,1,12,5
1576596903,1,13,5
1576596904,0,-1,5
1576596905,1,13,5
1576596906,1,13,5
1576596907,1,13,5
1576596908,1,13,5
1576596909,1,13,5
1576596910,1,13,5
1576596911,1,13,5
1576596912,1,13,5
1576596913,0,-1,5
1576596914,1,13,5
1576596915,1,13,5
1576596916,1,13,5
1576596917,1,13,5
1576596918,1,13,5
1576596919,1,13,5
1576596920,1,13,5
1576596921,1,13,5
1576596922,0,-1,5
1576596923,1,13,5
1576596924,1,13,5
1576596925,1,13,5
1576596926,1,13,5
1576596927,1,13,5
1576596928,1,13,5
1576596929,0,-1,5
1576596930,1,13,5
1576596931,1,13,5
1576596932,1,13,5
1576596933,1,13,5
1576596934,1,13,5
1576596935,1,13,5
1576596936,1,13,5
1576596937,1,13,5
1576596938,1,13,5
1576596939,1,13,5
1576596940,0,-1,5
1576596941,1,13,5
1576596942,1,13,5
1576596943,0,-1,5
1576596944,1,13,5
1576596945,1,13,5
1576596946,1,13,5
1576596947,1,13,5
1576596948,0,-1,5
1576596949,1,13,5
1576596950,1,13,5
1576596951,1,13,5
1576596952,1,13,5
1576596953,1,13,5
1576596954,1,13,5
1576596955,1,13,5
1576596956,1,13,5
1576596957,0,-1,5
1576596958,1,13,5
1576596959,1,13,5
1576596960,1,13,5
1576596961,1,13,5
1576596962,1,13,5
1576596963,1,13,5
1576596964,1,13,5
1576596965,1,13,5
1576596966,0,-1,5
1576596967,1,13,5
1576596968,1,13,5
1576596969,1,13,5
1576596970,1,13,5
1576596971,1,13,5
1576596972,1,13,5
1576596973,1,13,5
1576596974,0,-1,5
1576596975,1,13,5
1576596976,1,13,5
1576596977,1,13,5
1576596978,1,13,5
1576596979,1,13,5
1576596980,1,13,5
1576596981,1,13,5
1576596982,1,13,5
1576596983,0,-1,5
1576596984,1,13,5
1576596985,0,-1,5
1576596986,1,13,5
1576596987,1,13,5
1576596988,1,13,5
1576596989,1,13,5
1576596990,1,13,5
1576596991,0,-1,5
1576596992,1,13,5
1576596993,1,13,5
1576596994,1,13,5
1576596995,1,13,5
1576596996,1,13,5
1576596997,1,13,5
1576596998,1,13,5
1576596999,0,-1,5
1576597000,1,13,5
1576597001,1,13,5
1576597002,1,13,5
1576597003,1,13,5
1576597004,1,13,5
1576597005,1,13,5
1576597006,1,13,5
1576597007,1,13,5
1576597008,0,-1,5
1576597009,1,13,5
1576597010,1,13,5
1576597011,1,13,5
1576597012,1,13,5
1576597013,1,13,5
1576597014,1,13,5
1576597015,1,13,5
1576597016,0,-1,5
1576597017,1,13,5
1576597018,1,13,5
1576597019,1,13,5
1576597020,1,13,5
1576597021,1,13,5
1576597022,1,13,5
1576597023,1,13,5
1576597024,1,13,5
1576597025,0,-1,5
1576597026,1,13,5
1576597027,0,-1,5
1576597028,1,13,5
1576597029,1,13,5
1576597030,1,13,5
1576597031,1,13,5
1576597032,0,-1,5
1576597033,1,13,5
1576597034,1,13,5
1576597035,1,13,5
1576597036,1,13,5
1576597037,1,13,5
1576597038,1,13,5
1576597039,1,13,5
1576597040,0,-1,5
1576597041,1,13,5
1576597042,1,13,5
1576597043,1,13,5
1576597044,1,13,5
1576597045,1,13,5
1576597046,1,13,5
1576597047,1,13,5
1576597048,0,-1,5
1576597049,1,13,5
1576597050,1,13,5
1576597051,1,13,5
1576597052,1,13,5
1576597053,1,13,5
1576597054,0,-1,5
1576597055,1,13,5
1576597056,1,13,5
1576597057,1,13,5
1576597058,1,13,5
1576597059,1,13,5
1576597060,1,13,5
1576597061,1,13,5
1576597062,1,13,5
1576597063,1,13,5
1576597064,1,13,5
1576597065,1,13,5
1576597066,1,13,5
1576597067,1,13,5
1576597068,0,-1,5
1576597069,1,13,5
1576597070,1,13,5
1576597071,1,13,5
1576597072,1,13,5
1576597073,1,13,5
1576597074,1,13,5
1576597075,1,13,5
1576597076,1,13,5
1576597077,1,13,5
1576597078,1,13,5
1576597079,1,13,5
1576597080,1,13,5
1576597081,1,13,5
1576597082,1,13,5
1576597083,1,13,5
1576597084,1,13,5
1576597085,1,13,5
1576597086,1,13,5
1576597087,1,13,5
1576597088,1,13,5
1576597089,1,13,5
1576597090,1,13,5
1576597091,0,-1,5
1576597092,1,13,5
1576597093,1,13,5
1576597094,1,13,5
1576597095,1,13,5
1576597096,1,13,5
1576597097,1,13,5
1576597098,1,13,5
1576597099,0,-1,5
1576597100,1,13,5
1576597101,1,13,5
1576597102,1,13,5
1576597103,1,13,5
1576597104,1,13,5
1576597105,1,13,5
1576597106,1,13,5
1576597107,1,12,5
1576597108,0,-1,5
1576597109,1,12,5
1576597110,0,-1,5
1576597111,1,13,5
1576597112,1,13,5
1576597113,1,13,5
1576597114,1,13,5
1576597115,1,13,5
1576597116,0,-1,5
1576597117,1,13,5
1576597118,1,13,5
1576597119,1,13,5
1576597120,1,13,5
1576597121,1,12,5
1576597122,1,12,5
1576597123,1,12,5
1576597124,1,12,5
1576597125,0,-1,5
1576597126,1,12,5
1576597127,1,12,5
1576597128,1,12,5
1576597129,1,12,5
1576597130,1,12,5
1576597131,1,12,5
1576597132,1,12,5
1576597133,0,-1,5
1576597134,1,12,5
1576597135,1,12,5
1576597136,1,12,5
1576597137,1,12,5
1576597138,1,12,5
1576597139,1,12,5
1576597140,1,12,5
1576597141,0,-1,5
1576597142,1,12,5
1576597143,1,12,5
1576597144,1,12,5
1576597145,1,12,5
1576597146,1,12,5
1576597147,1,12,5
1576597148,1,12,5
1576597149,1,12,5
1576597150,0,-1,5
1576597151,1,12,5
1576597152,1,12,5
1576597153,1,12,5
1576597154,1,12,5
1576597155,1,12,5
1576597156,1,12,5
1576597157,1,12,5
1576597158,1,12,5
1576597159,0,-1,5
1576597160,1,12,5
1576597161,1,12,5
1576597162,1,12,5
1576597163,1,12,5
1576597164,1,12,5
1576597165,1,12,5
1576597166,1,12,5
1576597167,1,12,5
1576597168,1,12,5
1576597169,0,-1,5
1576597170,1,12,5
1576597171,1,12,5
1576597172,1,12,5
1576597173,1,12,5
1576597174,1,12,5
1576597175,1,12,5
1576597176,1,12,5
1576597177,1,12,5
1576597178,0,-1,5
1576597179,1,12,5
