unix_t,dl_bitrate_mbps,session_id
1576535662,96.711,4
1576535663,255.772,4
1576535664,238.909,4
1576535665,205.864,4
1576535666,158.211,4
1576535668,54.31,4
1576535669,0.002,4
1576535670,27.792,4
1576535671,29.171,4
1576535672,31.126,4
1576535673,33.56,4
1576535674,32.29,4
1576535676,33.352,4
1576535677,32.05,4
1576535678,32.356,4
1576535679,32.829,4
1576535680,32.275,4
1576535681,15.455,4
1576535682,0.002,4
1576535683,17.543,4
1576535685,22.428,4
1576535686,21.842,4
1576535687,21.557,4
1576535688,21.648,4
1576535689,22.153,4
1576535690,20.858,4
1576535692,22.398,4
1576535693,21.708,4
1576535695,19.06,4
1576535696,0.001,4
1576535697,21.124,4
1576535698,30.391,4
1576535699,31.252,4
1576535701,207.411,4
1576535702,293.58,4
1576535703,282.454,4
1576535704,275.196,4
1576535705,210.861,4
1576535706,262.044,4
1576535707,200.805,4
1576535709,28.243,4
1576535710,14.178,4
1576535712,17.776,4
1576535713,22.949,4
1576535714,75.433,4
1576535715,71.014,4
1576535716,131.634,4
1576535717,219.579,4
1576535718,133.709,4
1576535719,204.375,4
1576535720,207.327,4
1576535723,0.011,4
1576535724,0.022,4
1576535726,5.286,4
1576535727,21.811,4
1576535728,12.022,4
1576535729,20.607,4
1576535731,23.256,4
1576535732,50.383,4
1576535733,235.394,4
1576535734,205.737,4
1576535735,200.63,4
1576535737,66.512,4
1576535738,0.002,4
1576535739,18.605,4
1576535741,37.091,4
1576535742,91.743,4
1576535743,93.154,4
1576535744,117.339,4
1576535745,265.929,4
1576535746,249.951,4
1576535747,238.7,4
1576535748,200.47,4
1576535749,201.465,4
1576535751,170.496,4
1576535753,10.026,4
1576535754,22.806,4
1576535755,20.216,4
1576535756,19.02,4
1576535757,20.511,4
1576535758,20.431,4
1576535760,39.093,4
1576535761,32.627,4
1576535762,26.814,4
1576535763,27.39,4
1576535765,1.638,4
1576535766,1.6845,4
1576535768,52.153,4
1576535769,149.314,4
1576535770,128.724,4
1576535771,162.669,4
1576535772,118.109,4
1576535773,92.917,4
1576535774,89.087,4
1576535775,134.866,4
1576535776,157.5285,4
1576535779,71.058,4
1576535780,0.001,4
1576535781,40.449,4
1576535782,214.64,4
1576535783,289.991,4
1576535784,243.174,4
1576535785,214.982,4
1576535786,220.086,4
1576535787,181.124,4
1576535788,188.512,4
1576535789,207.23,4
1576535791,181.462,4
1576535792,158.043,4
1576535793,53.865,4
1576535794,0.002,4
1576535795,51.66,4
1576535796,108.439,4
1576535797,95.795,4
1576535798,105.422,4
1576535799,101.767,4
1576535801,104.08,4
1576535802,101.554,4
1576535803,104.785,4
1576535804,98.535,4
1576535805,89.01,4
1576535806,84.48,4
1576535807,0.001,4
1576535808,5.922,4
1576535810,19.122,4
1576535811,20.98,4
1576535812,20.615,4
1576535813,16.516,4
1576535814,55.526,4
1576535815,122.679,4
1576535816,100.681,4
1576535817,3.282,4
1576535818,0.011,4
1576535821,10.416,4
1576535822,5.375,4
1576535823,18.327,4
1576535824,19.31,4
1576535825,20.083,4
1576535826,21.371,4
1576535828,22.673,4
1576535829,86.828,4
1576535830,98.231,4
1576535831,97.47,4
1576535832,90.033,4
1576535833,96.384,4
1576535834,51.209,4
1576535835,0.002,4
1576535836,15.081,4
1576535837,15.081,4
1576535838,16.434,4
1576535839,16.222,4
1576535840,14.613,4
1576535841,14.038,4
1576535842,16.412,4
1576535843,16.81,4
1576535844,16.821,4
1576535845,15.834,4
1576535846,15.985,4
1576535848,14.058,4
1576535850,3.819,4
1576535851,20.975,4
1576535852,71.935,4
1576535853,20.596,4
1576535854,53.659,4
1576535855,66.187,4
1576535856,89.958,4
1576535858,46.591,4
1576535859,30.531,4
1576535860,11.134,4
1576535862,19.901,4
1576535863,0.002,4
1576535864,8.245,4
1576535865,9.778,4
1576535866,9.976,4
1576535868,10.961,4
1576535869,17.028,4
1576535870,20.183,4
1576535871,19.183,4
1576535872,23.867,4
1576535873,27.153,4
1576535874,28.318,4
1576535875,33.255,4
1576535877,0.352,4
1576535879,14.726,4
1576535880,38.221,4
1576535881,55.683,4
1576535882,39.582,4
1576535883,30.922,4
1576535884,35.363,4
1576535885,35.956,4
1576535886,37.601,4
1576535887,37.043,4
1576535890,26.339,4
1576535891,0.001,4
1576535892,30.131,4
1576535893,36.709,4
1576535894,35.787,4
1576535895,38.918,4
1576535896,30.633,4
1576535897,25.68,4
1576535899,26.068,4
1576535900,28.098,4
1576535901,34.074,4
1576535902,32.666,4
1576535904,1.471,4
1576535905,0.9035,4
1576535906,11.168,4
1576535907,12.056,4
1576535908,33.607,4
1576535909,33.607,4
1576535910,37.053,4
1576535911,43.325,4
1576535912,38.487,4
1576535913,33.301,4
1576535914,32.93,4
1576535915,32.089,4
1576535916,26.282,4
1576535917,24.369,4
1576535918,0.001,4
1576535919,0.001,4
1576535920,18.497,4
1576535921,27.369,4
1576535922,32.226,4
1576535923,32.889,4
1576535924,45.232,4
1576535925,52.042,4
1576535926,50.707,4
1576535928,39.199,4
1576535929,50.929,4
1576535930,26.402,4
1576535931,20.951,4
1576535933,0.5055,4
1576535934,17.626,4
1576535935,32.3455,4
1576535936,51.532,4
1576535937,36.939,4
1576535939,28.027,4
1576535940,27.401,4
1576535941,31.457,4
1576535942,32.889,4
1576535943,30.235,4
1576535944,31.785,4
1576535945,22.879,4
1576535946,0.012,4
1576535947,8.081,4
1576535949,23.995,4
1576535950,26.954,4
1576535951,22.631,4
1576535952,28.979,4
1576535953,19.755,4
1576535954,13.406,4
1576535955,12.898,4
1576535956,9.166,4
1576535957,9.767,4
1576535959,4.502,4
1576535960,2.952,4
1576535961,0.251,4
1576535962,3.08,4
1576535963,2.625,4
1576535964,2.84,4
1576535965,2.337,4
1576535966,1.386,4
1576535967,2.12,4
1576535968,3.0245,4
1576535969,7.153,4
1576535971,41.957,4
1576535973,81.433,4
1576535974,0.001,4
1576535975,7.542,4
1576535977,11.52,4
1576535979,13.969,4
1576535980,15.619,4
1576535981,16.402,4
1576535982,18.037,4
1576535983,15.06,4
1576535984,19.734,4
1576535985,19.446,4
1576535986,11.817,4
1576535989,1.387,4
1576535990,8.525,4
1576535991,7.751,4
1576535992,9.362,4
1576535993,12.889,4
1576535994,10.677,4
1576535995,12.609,4
1576535997,15.505,4
1576535998,16.948,4
1576535999,11.844,4
1576536000,13.34,4
1576536001,5.056,4
1576536002,2.529,4
1576536003,4.735,4
1576536004,6.443,4
1576536005,6.068,4
1576536007,5.292,4
1576536008,6.803,4
1576536009,7.312,4
1576536010,8.051,4
1576536011,7.536,4
1576536012,7.082,4
1576536013,5.478,4
1576536015,3.358,4
1576536016,0.001,4
1576536017,1.648,4
1576536018,7.399,4
1576536019,9.815,4
1576536020,11.898,4
1576536021,8.137,4
1576536022,8.921,4
1576536023,7.904,4
1576536025,5.902,4
1576536026,12.05,4
1576536027,7.019,4
1576536028,3.521,4
1576536029,5.136,4
1576536030,1.871,4
1576536031,3.955,4
1576536032,1.992,4
1576536033,3.304,4
1576536035,5.075,4
1576536036,3.39,4
1576536037,4.138,4
1576536038,10.576,4
1576536039,7.655,4
1576536040,16.803,4
1576536041,15.729,4
1576536042,11.464,4
1576536043,2.29,4
1576536044,1.6555,4
1576536046,5.461,4
1576536047,12.096,4
1576536048,9.046,4
1576536049,6.262,4
1576536050,18.402,4
1576536051,16.655,4
1576536052,23.839,4
1576536053,17.023,4
1576536054,20.835,4
1576536057,15.348,4
1576536058,0.002,4
1576536059,6.936,4
1576536060,9.662,4
1576536061,8.832,4
1576536062,7.205,4
1576536063,12.202,4
1576536065,26.17,4
1576536066,26.713,4
1576536067,21.025,4
1576536068,21.171,4
1576536069,27.523,4
1576536070,32.321,4
1576536072,1.409,4
1576536073,9.923,4
1576536075,10.522,4
1576536076,10.545,4
1576536077,10.959,4
1576536078,7.292,4
1576536079,8.131,4
1576536080,10.173,4
1576536081,9.199,4
1576536082,7.878,4
1576536083,8.959,4
1576536085,4.195,4
1576536086,0.002,4
1576536087,8.815,4
1576536088,7.854,4
1576536089,9.994,4
1576536090,22.856,4
1576536091,27.703,4
1576536092,18.504,4
1576536094,36.458,4
1576536095,30.24,4
1576536096,32.051,4
1576536097,52.697,4
1576536098,39.832,4
1576536100,2.421,4
1576536101,23.118,4
1576536102,17.276,4
1576536104,41.659,4
1576536105,23.871,4
1576536106,32.263,4
1576536107,26.895,4
1576536108,33.264,4
1576536109,52.912,4
1576536110,32.601,4
1576536111,24.254,4
1576536112,13.843,4
1576536113,13.843,4
1576536114,0.002,4
1576536115,6.486,4
1576536116,7.703,4
1576536117,13.342,4
1576536118,9.901,4
1576536119,10.332,4
1576536120,12.938,4
1576536121,10.621,4
1576536122,4.084,4
1576536123,0.647,4
1576536125,1.326,4
1576536126,2.665,4
1576536127,2.334,4
1576536128,1.988,4
1576536129,1.173,4
1576536130,4.57,4
1576536131,4.556,4
1576536132,5.724,4
1576536133,6.921,4
1576536134,6.921,4
1576536135,2.197,4
1576536136,1.486,4
1576536137,0.714,4
1576536138,0.412,4
1576536139,0.737,4
1576536143,2.881,4
1576536144,23.879,4
1576536145,16.032,4
1576536146,3.585,4
1576536147,4.0,4
1576536148,1.889,4
1576536149,1.229,4
1576536150,1.308,4
1576536152,1.166,4
1576536153,0.85,4
1576536154,0.651,4
1576536155,1.608,4
1576536156,0.002,4
1576536157,1.939,4
1576536158,2.356,4
1576536159,5.342,4
1576536160,2.299,4
1576536162,4.105,4
1576536163,3.101,4
1576536164,4.677,4
1576536165,3.481,4
1576536166,4.42,4
1576536167,7.424,4
1576536169,1.564,4
1576536170,1.564,4
1576536171,0.517,4
1576536172,0.883,4
1576536173,1.353,4
1576536174,0.905,4
1576536175,0.413,4
1576536176,1.118,4
1576536177,1.465,4
1576536178,1.363,4
1576536179,1.431,4
1576536181,1.129,4
1576536183,0.827,4
1576536184,0.002,4
1576536185,2.312,4
1576536186,1.676,4
1576536187,1.521,4
1576536188,1.576,4
1576536190,0.826,4
1576536191,2.174,4
1576536192,2.794,4
1576536193,20.888,4
1576536194,28.448,4
1576536195,36.301,4
1576536196,31.7055,4
1576536198,0.001,4
1576536199,19.267,4
1576536200,32.247,4
1576536201,33.923,4
1576536202,33.395,4
1576536203,33.463,4
1576536204,32.902,4
1576536206,155.317,4
1576536207,172.736,4
1576536208,146.871,4
1576536209,154.103,4
1576536210,158.619,4
1576536212,1.7465,4
1576536213,53.742,4
1576536214,112.569,4
1576536215,113.886,4
1576536217,111.151,4
1576536218,114.929,4
1576536219,121.022,4
1576536220,114.876,4
1576536221,116.5,4
1576536222,116.812,4
1576536223,121.433,4
1576536224,52.424,4
1576536225,0.002,4
1576536226,0.002,4
1576536227,23.864,4
1576536228,27.198,4
1576536229,26.676,4
1576536230,24.936,4
1576536231,27.029,4
1576536232,25.783,4
1576536233,23.501,4
1576536235,24.625,4
1576536236,23.803,4
1576536237,22.212,4
1576536238,15.855,4
1576536239,0.001,4
1576536240,9.887,4
1576536241,21.288,4
1576536242,21.343,4
1576536244,20.999,4
1576536245,21.227,4
1576536246,21.399,4
1576536247,21.193,4
1576536248,21.152,4
1576536249,21.043,4
1576536250,20.369,4
1576536252,21.24,4
1576536254,5.669,4
1576536255,21.643,4
1576536256,22.797,4
1576536257,23.612,4
1576536258,23.248,4
1576536259,21.111,4
1576536261,22.364,4
1576536262,22.642,4
1576536263,22.77,4
1576536264,22.965,4
1576536266,6.528,4
1576536267,3.2655,4
1576536268,25.826,4
1576536269,34.011,4
1576536271,34.288,4
1576536272,32.643,4
1576536273,34.626,4
1576536274,33.199,4
1576536275,32.981,4
1576536276,33.387,4
1576536277,32.981,4
1576536280,20.571,4
1576536281,0.001,4
1576536282,23.791,4
1576536283,31.939,4
1576536284,32.559,4
1576536285,32.685,4
1576536287,32.606,4
1576536288,325.748,4
1576536289,347.193,4
1576536290,175.823,4
1576536291,114.574,4
1576536292,118.964,4
1576536293,124.084,4
1576536295,2.769,4
1576536296,19.977,4
1576536298,74.22,4
1576536299,128.72,4
1576536300,127.984,4
1576536301,234.11,4
1576536302,313.043,4
1576536303,275.283,4
1576536304,165.932,4
1576536305,113.7,4
1576536308,52.755,4
1576536309,0.002,4
1576536310,49.521,4
1576536311,236.547,4
1576536312,158.083,4
1576536313,169.71,4
1576536314,180.288,4
1576536315,177.288,4
1576536317,184.371,4
1576536318,189.719,4
1576536319,190.029,4
1576536320,168.179,4
1576536321,142.789,4
1576536323,3.787,4
1576536324,24.672,4
1576536325,24.598,4
1576536327,25.46,4
1576536328,25.108,4
1576536329,25.625,4
1576536330,24.707,4
1576536331,26.392,4
1576536332,25.384,4
1576536333,24.792,4
1576536334,25.687,4
1576536336,4.487,4
1576536337,3.372,4
1576536338,263.452,4
1576536339,81.864,4
1576536340,95.329,4
1576536341,254.93,4
1576536342,294.052,4
1576536343,249.465,4
1576536344,266.013,4
1576536345,221.04,4
1576536347,243.309,4
1576536349,203.616,4
1576536351,6.638,4
1576536352,75.874,4
1576536353,204.179,4
1576536354,238.2935,4
1576536355,33.934,4
1576536357,18.458,4
1576536358,39.555,4
1576536359,49.715,4
1576536360,46.254,4
1576536361,43.262,4
1576536363,25.88,4
1576536364,0.002,4
1576536365,13.111,4
1576536366,35.142,4
1576536368,39.525,4
1576536369,48.365,4
1576536370,51.685,4
1576536371,48.84,4
1576536372,52.942,4
1576536373,50.825,4
1576536374,58.593,4
1576536375,69.607,4
1576536376,57.219,4
1576536379,2.385,4
1576536380,23.789,4
1576536381,44.883,4
1576536382,52.049,4
1576536383,52.812,4
1576536384,44.962,4
1576536385,52.343,4
1576536387,63.449,4
1576536388,63.451,4
1576536389,55.753,4
1576536391,25.605,4
1576536392,12.8035,4
1576536393,14.448,4
1576536394,40.46,4
1576536395,62.718,4
1576536397,65.027,4
1576536398,61.291,4
1576536399,64.843,4
1576536400,62.963,4
1576536401,48.633,4
1576536402,48.745,4
1576536403,42.902,4
1576536404,39.238,4
1576536407,4.459,4
1576536408,29.575,4
1576536409,28.114,4
1576536410,27.089,4
1576536411,18.064,4
1576536412,22.071,4
1576536413,32.658,4
1576536414,36.745,4
1576536415,11.925,4
1576536416,8.755,4
1576536419,7.664,4
1576536420,2.248,4
1576536421,4.123,4
1576536422,2.241,4
1576536423,18.325,4
1576536424,10.902,4
1576536425,18.012,4
1576536427,11.834,4
1576536428,5.333,4
1576536429,4.129,4
1576536430,9.631,4
1576536431,6.914,4
1576536434,1.053,4
1576536436,4.797,4
1576536437,2.624,4
1576536438,7.529,4
1576536439,7.478,4
1576536440,7.222,4
1576536441,8.81,4
1576536442,4.657,4
1576536443,3.336,4
1576536444,7.503,4
1576536446,6.759,4
1576536447,3.304,4
1576536448,1.653,4
1576536449,6.357,4
1576536450,1.824,4
1576536451,5.697,4
1576536452,10.375,4
1576536453,17.864,4
1576536455,8.461,4
1576536456,16.498,4
1576536457,31.777,4
1576536458,23.297,4
1576536459,26.283,4
1576536460,44.413,4
1576536461,0.002,4
1576536462,2.3275,4
1576536463,10.729,4
1576536465,7.896,4
1576536466,18.599,4
1576536467,73.545,4
1576536468,83.296,4
1576536469,77.218,4
1576536471,80.319,4
1576536472,73.831,4
1576536473,75.173,4
1576536474,85.286,4
1576536476,7.634,4
1576536477,32.808,4
1576536478,94.759,4
1576536480,152.132,4
1576536481,142.187,4
1576536482,129.338,4
1576536483,139.416,4
1576536484,130.813,4
1576536485,116.602,4
1576536486,139.003,4
1576536487,112.972,4
1576536489,5.411,4
1576536490,3.979,4
1576536491,134.046,4
1576536492,134.353,4
1576536493,133.902,4
1576536494,144.33,4
1576536495,126.136,4
1576536497,135.907,4
1576536498,137.115,4
1576536499,120.605,4
1576536500,113.831,4
1576536502,54.886,4
1576536503,0.002,4
1576536504,97.078,4
1576536506,121.327,4
1576536507,127.456,4
1576536508,116.757,4
1576536509,101.568,4
1576536510,86.451,4
1576536511,74.018,4
1576536512,53.82,4
1576536513,51.109,4
1576536516,30.125,4
1576536517,0.002,4
1576536518,57.75,4
1576536519,100.981,4
1576536520,118.18,4
1576536521,108.43,4
1576536523,109.435,4
1576536524,143.272,4
1576536525,149.241,4
1576536526,112.831,4
1576536527,111.197,4
1576536528,114.863,4
1576536532,19.284,4
1576536533,119.046,4
1576536534,114.282,4
1576536535,136.496,4
1576536536,114.137,4
1576536537,115.87,4
1576536538,114.187,4
1576536539,129.361,4
1576536541,119.761,4
1576536542,129.164,4
1576536544,22.202,4
1576536545,11.103,4
1576536546,0.313,4
1576536547,2.525,4
1576536548,3.307,4
1576536550,5.344,4
1576536551,10.597,4
1576536552,6.299,4
1576536553,7.712,4
1576536554,8.766,4
1576536555,15.095,4
1576536556,20.369,4
1576536557,19.612,4
1576536558,0.002,4
1576536559,0.002,4
1576536560,4.834,4
1576536561,8.218,4
1576536562,5.664,4
1576536563,8.15,4
1576536564,16.533,4
1576536565,20.298,4
1576536566,11.559,4
1576536567,10.744,4
1576536568,11.478,4
1576536570,17.164,4
1576536572,6.072,4
1576536573,3.0375,4
1576536574,10.189,4
1576536575,5.11,4
1576536576,4.496,4
1576536577,6.996,4
1576536578,5.668,4
1576536580,8.36,4
1576536581,19.442,4
1576536582,12.599,4
1576536583,6.267,4
1576536584,5.285,4
1576536585,14.579,4
1576536586,0.001,4
1576536587,2.181,4
1576536588,16.419,4
1576536590,10.075,4
1576536591,22.954,4
1576536592,26.5,4
1576536593,39.66,4
1576536594,36.8,4
1576536595,18.932,4
1576536596,27.295,4
1576536597,108.218,4
1576536600,15.206,4
1576536601,7.649,4
1576536602,152.842,4
1576536603,246.985,4
1576536604,221.506,4
1576536605,248.22,4
1576536606,242.415,4
1576536607,204.05,4
1576536608,248.886,4
1576536609,211.008,4
1576536610,230.683,4
1576536612,194.505,4
1576536614,6.162,4
1576536615,7.793,4
1576536616,98.636,4
1576536617,192.961,4
1576536618,240.259,4
1576536619,169.512,4
1576536620,151.5315,4
1576536621,147.008,4
1576536623,109.917,4
1576536624,173.073,4
1576536625,190.851,4
1576536626,88.463,4
1576536627,36.397,4
1576536628,0.011,4
1576536629,0.011,4
1576536630,0.002,4
1576536631,10.014,4
1576536633,25.839,4
1576536634,15.487,4
1576536635,12.498,4
1576536636,17.936,4
1576536637,24.077,4
1576536638,18.382,4
1576536639,18.429,4
1576536640,13.455,4
1576536641,16.745,4
1576536642,11.367,4
1576536643,11.367,4
1576536644,2.814,4
1576536645,2.5,4
1576536646,11.432,4
1576536647,19.538,4
1576536648,19.724,4
1576536649,22.256,4
1576536650,8.734,4
1576536651,21.139,4
1576536653,21.155,4
1576536654,18.571,4
1576536655,16.474,4
1576536657,9.602,4
1576536658,0.002,4
1576536659,11.747,4
1576536660,28.658,4
1576536661,45.694,4
1576536663,34.022,4
1576536664,39.593,4
1576536665,50.581,4
1576536666,16.593,4
1576536667,15.1,4
1576536668,27.716,4
1576536669,61.48,4
1576536670,58.638,4
1576536673,4.25,4
1576536674,29.742,4
1576536675,31.487,4
1576536676,29.753,4
1576536677,27.024,4
1576536678,31.542,4
1576536679,55.837,4
1576536680,63.044,4
1576536682,36.071,4
1576536683,37.441,4
1576536685,37.282,4
1576536686,0.002,4
1576536687,19.798,4
1576536688,21.546,4
1576536689,22.617,4
1576536691,21.997,4
1576536692,22.694,4
1576536693,20.492,4
1576536694,20.107,4
1576536695,22.946,4
1576536696,21.664,4
1576536697,21.762,4
1576536699,13.5,4
1576536700,0.001,4
1576536701,18.937,4
1576536702,28.266,4
1576536703,27.26,4
1576536704,27.072,4
1576536705,27.655,4
1576536706,25.706,4
1576536708,24.866,4
1576536709,28.745,4
1576536710,25.976,4
1576536711,27.125,4
1576536712,21.6,4
1576536713,0.001,4
1576536714,4.0025,4
1576536716,18.361,4
1576536717,17.815,4
1576536718,18.344,4
1576536719,18.728,4
1576536720,18.247,4
1576536721,17.308,4
1576536722,17.612,4
1576536724,17.913,4
1576536725,17.368,4
1576536728,3.7325,4
1576536729,27.059,4
1576536730,28.973,4
1576536732,26.396,4
1576536733,28.566,4
1576536734,95.989,4
1576536735,146.19,4
1576536736,106.411,4
1576536737,139.255,4
1576536738,121.304,4
1576536739,109.587,4
1576536741,29.258,4
1576536742,0.003,4
1576536743,38.917,4
1576536744,129.837,4
1576536745,156.151,4
1576536746,203.053,4
1576536747,197.34,4
1576536748,227.93,4
1576536749,178.33,4
1576536750,192.612,4
1576536752,191.331,4
1576536753,149.473,4
1576536754,193.494,4
1576536756,8.87,4
1576536757,25.778,4
1576536758,25.515,4
1576536759,136.088,4
1576536760,173.912,4
1576536762,184.879,4
1576536763,149.674,4
1576536764,166.344,4
1576536765,196.359,4
1576536766,146.134,4
1576536768,49.847,4
1576536769,24.925,4
1576536770,134.398,4
1576536772,162.06,4
1576536773,168.146,4
1576536774,146.548,4
1576536775,169.819,4
1576536776,168.427,4
1576536777,170.674,4
1576536778,142.775,4
1576536779,111.426,4
1576536780,111.426,4
1576536782,81.441,4
1576536783,0.001,4
1576536784,36.402,4
1576536785,92.086,4
1576536786,90.171,4
1576536787,95.042,4
1576536789,97.789,4
1576536790,142.178,4
1576536791,76.956,4
1576536792,63.114,4
1576536793,86.846,4
1576536794,56.564,4
1576536795,64.863,4
1576536796,12.371,4
1576536797,8.091,4
1576536798,3.811,4
1576536799,36.892,4
1576536800,101.458,4
1576536801,104.921,4
1576536802,115.947,4
1576536803,108.498,4
1576536804,131.727,4
1576536805,120.277,4
1576536806,4.995,4
1576536807,14.039,4
1576536810,19.591,4
1576536811,9.7965,4
1576536812,9.45,4
1576536813,13.283,4
1576536814,18.311,4
1576536815,15.28,4
1576536816,19.559,4
1576536817,18.175,4
1576536819,10.103,4
1576536820,8.659,4
1576536821,9.06,4
1576536822,14.309,4
1576536823,13.231,4
1576536824,6.843,4
1576536825,4.29,4
1576536826,10.167,4
1576536827,10.993,4
1576536828,16.127,4
1576536830,2.31,4
1576536831,6.918,4
1576536832,3.721,4
1576536833,3.579,4
1576536834,5.11,4
1576536835,9.809,4
1576536836,14.977,4
1576536837,5.877,4
1576536838,0.002,4
1576536840,4.295,4
1576536841,4.9,4
1576536842,5.972,4
1576536843,8.76,4
1576536844,11.86,4
1576536845,24.509,4
1576536846,9.564,4
1576536847,7.697,4
1576536848,6.101,4
1576536850,3.37,4
1576536851,5.2085,4
1576536852,2.252,4
1576536853,0.328,4
1576536854,3.463,4
1576536855,3.293,4
1576536856,5.355,4
1576536857,5.995,4
1576536858,3.808,4
1576536860,3.329,4
1576536861,4.379,4
1576536862,7.417,4
1576536863,6.019,4
1576536865,3.7105,4
1576536866,0.135,4
1576536867,3.824,4
1576536868,6.535,4
1576536869,1.644,4
1576536871,1.253,4
1576536872,1.889,4
1576536873,2.278,4
1576536874,3.103,4
1576536875,2.067,4
1576536876,2.146,4
1576536877,1.833,4
1576536878,3.961,4
1576536879,1.434,4
1576536880,0.6073333333333334,4
1576536888,0.034,4
1576536889,0.482,4
1576536890,1.207,4
1576536891,1.269,4
1576536892,2.13,4
1576536893,0.234,4
1576536894,0.234,4
1576536895,0.307,4
1576536896,3.286,4
1576536897,5.094,4
1576536898,4.409,4
1576536899,4.495,4
1576536900,3.049,4
1576536901,2.963,4
1576536902,3.293,4
1576536903,2.712,4
1576536904,4.031,4
1576536905,4.239,4
1576536906,3.664,4
1576536908,1.711,4
1576536909,1.229,4
1576536910,3.226,4
1576536911,3.64,4
1576536912,2.959,4
1576536913,3.362,4
1576536914,2.56,4
1576536915,3.351,4
1576536916,4.041,4
1576536917,3.261,4
1576536919,2.535,4
1576536921,2.422,4
1576536922,0.606,4
1576536923,3.265,4
1576536924,3.317,4
1576536925,5.525,4
1576536926,4.959,4
1576536928,3.82,4
1576536929,3.715,4
1576536930,3.352,4
1576536931,1.966,4
1576536932,2.818,4
1576536933,3.003,4
1576536934,3.003,4
1576536935,1.148,4
1576536936,1.759,4
1576536938,3.785,4
1576536939,4.107,4
1576536940,2.369,4
1576536941,3.999,4
1576536942,4.601,4
1576536943,2.614,4
1576536944,3.151,4
1576536945,3.183,4
1576536946,4.383,4
1576536947,5.985,4
1576536949,4.874,4
1576536950,1.14,4
1576536951,3.024,4
1576536952,5.087,4
1576536953,3.526,4
1576536954,4.437,4
1576536955,5.853,4
1576536956,2.725,4
1576536957,3.999,4
1576536959,3.971,4
1576536960,3.607,4
1576536961,3.275,4
1576536963,1.375,4
1576536964,0.8625,4
1576536965,1.866,4
1576536966,0.961,4
1576536967,1.609,4
1576536969,2.223,4
1576536970,2.258,4
1576536971,3.193,4
1576536972,2.056,4
1576536973,3.366,4
1576536974,4.51,4
1576536975,4.971,4
1576536976,5.131,4
1576536977,1.052,4
1576536978,1.3235,4
1576536980,4.925,4
1576536981,5.937,4
1576536982,2.804,4
1576536983,5.932,4
1576536984,5.624,4
1576536985,5.13,4
1576536986,4.911,4
1576536987,2.245,4
1576536988,4.544,4
1576536991,3.061,4
1576536992,0.316,4
1576536993,6.04,4
1576536994,5.739,4
1576536995,5.359,4
1576536996,6.801,4
1576536997,5.819,4
1576536998,4.645,4
1576537000,6.421,4
1576537001,5.697,4
1576537002,5.542,4
1576537004,6.082,4
1576537005,3.931,4
1576537006,2.023,4
1576537007,3.305,4
1576537008,3.906,4
1576537009,4.376,4
1576537011,5.535,4
1576537012,3.707,4
1576537013,4.033,4
1576537014,3.719,4
1576537015,4.324,4
1576537016,3.687,4
1576537018,4.281,4
1576537019,2.1415,4
1576537020,7.704,4
1576537022,7.363,4
1576537023,8.818,4
1576537024,7.281,4
1576537025,7.945,4
1576537026,8.759,4
1576537027,7.843,4
1576537028,6.668,4
1576537029,3.585,4
1576537030,4.79,4
1576537032,3.038,4
1576537033,2.153,4
1576537034,0.918,4
1576537035,2.348,4
1576537036,3.35,4
1576537037,2.791,4
1576537038,4.674,4
1576537039,5.288,4
1576537040,4.63,4
1576537042,5.452,4
1576537043,4.367,4
1576537044,3.799,4
1576537046,6.662,4
1576537047,0.002,4
1576537048,5.098,4
1576537049,7.374,4
1576537050,7.37,4
1576537051,6.782,4
1576537053,5.426,4
1576537054,4.555,4
1576537055,5.762,4
1576537056,4.414,4
1576537057,4.443,4
1576537058,4.084,4
1576537059,4.187,4
1576537060,2.893,4
1576537061,1.7045,4
1576537063,7.295,4
1576537064,8.792,4
1576537065,9.707,4
1576537066,10.838,4
1576537067,8.48,4
1576537068,6.164,4
1576537069,5.839,4
1576537070,3.731,4
1576537071,6.11,4
1576537074,6.301,4
1576537075,1.533,4
1576537076,2.102,4
1576537077,3.762,4
1576537078,1.732,4
1576537079,2.769,4
1576537080,2.83,4
1576537082,2.58,4
1576537083,3.787,4
1576537084,2.971,4
1576537085,3.506,4
1576537086,2.904,4
1576537087,3.775,4
1576537088,2.482,4
1576537089,1.3815,4
1576537090,1.833,4
1576537091,2.123,4
1576537093,3.055,4
1576537094,0.927,4
1576537095,0.503,4
1576537096,3.182,4
1576537097,6.76,4
1576537098,13.916,4
1576537099,16.503,4
1576537102,8.518,4
1576537103,0.002,4
1576537104,9.289,4
1576537105,23.982,4
1576537106,10.174,4
1576537107,4.35,4
1576537108,5.212,4
1576537109,2.492,4
1576537111,4.096,4
1576537112,19.57,4
1576537113,43.088,4
1576537114,14.331,4
1576537115,13.75,4
1576537116,0.553,4
1576537117,5.714,4
1576537118,141.004,4
1576537120,220.755,4
1576537121,240.269,4
1576537122,192.569,4
1576537123,230.252,4
1576537124,236.101,4
1576537125,262.446,4
1576537126,200.934,4
1576537127,202.727,4
1576537128,219.855,4
1576537129,196.287,4
1576537131,7.511,4
1576537133,126.94,4
1576537134,270.248,4
1576537135,279.562,4
1576537136,256.311,4
1576537137,267.838,4
1576537138,232.505,4
1576537139,292.738,4
1576537140,253.312,4
1576537141,280.696,4
1576537142,276.107,4
1576537143,118.958,4
1576537144,0.002,4
