unix_t,dl_bitrate_mbps,session_id
1576347560,18.634,0
1576347561,20.779,0
1576347562,24.135,0
1576347564,29.461,0
1576347565,4.83,0
1576347566,2.734,0
1576347567,27.378,0
1576347568,13.992,0
1576347569,14.333,0
1576347570,17.089,0
1576347572,23.267,0
1576347573,28.404,0
1576347574,28.254,0
1576347575,22.626,0
1576347576,26.336,0
1576347577,12.781,0
1576347578,3.942,0
1576347579,0.002,0
1576347580,0.002,0
1576347581,21.968,0
1576347582,20.504,0
1576347583,21.035,0
1576347584,18.328,0
1576347585,15.974,0
1576347586,22.993,0
1576347587,11.68,0
1576347589,12.319,0
1576347590,16.216,0
1576347591,21.939,0
1576347592,15.684,0
1576347593,0.001,0
1576347594,22.484,0
1576347595,33.741,0
1576347597,23.502,0
1576347598,13.778,0
1576347599,13.186,0
1576347600,7.097,0
1576347601,5.65,0
1576347602,8.318,0
1576347603,14.116,0
1576347606,16.34,0
1576347608,5.136,0
1576347609,24.389,0
1576347610,24.057,0
1576347611,23.866,0
1576347612,18.754,0
1576347614,10.727,0
1576347615,9.072,0
1576347616,12.259,0
1576347617,7.399,0
1576347618,12.735,0
1576347620,2.57,0
1576347621,2.57,0
1576347622,0.002,0
1576347623,15.739,0
1576347624,27.78,0
1576347625,22.252,0
1576347626,12.328,0
1576347627,13.078,0
1576347628,20.631,0
1576347630,17.67,0
1576347631,12.313,0
1576347632,3.608,0
1576347633,6.976,0
1576347634,3.195,0
1576347635,0.002,0
1576347636,12.788,0
1576347637,10.123,0
1576347639,10.698,0
1576347640,12.407,0
1576347641,4.081,0
1576347642,7.545,0
1576347643,5.346,0
1576347644,4.513,0
1576347645,11.024,0
1576347646,16.208,0
1576347648,9.04,0
1576347649,0.001,0
1576347650,5.639,0
1576347651,7.413,0
1576347652,10.881,0
1576347653,9.227,0
1576347654,8.687,0
1576347656,4.279,0
1576347657,7.876,0
1576347658,9.97,0
1576347659,5.814,0
1576347660,12.358,0
1576347661,5.335,0
1576347663,2.193,0
1576347665,12.162,0
1576347666,10.376,0
1576347667,7.43,0
1576347668,10.7,0
1576347669,11.233,0
1576347670,9.402,0
1576347671,10.006,0
1576347673,12.438,0
1576347674,7.05,0
1576347676,1.518,0
1576347677,1.615,0
1576347678,10.46,0
1576347679,10.294,0
1576347680,6.999,0
1576347682,10.228,0
1576347683,14.046,0
1576347684,15.4,0
1576347685,20.328,0
1576347686,10.709,0
1576347687,16.587,0
1576347688,14.949,0
1576347689,8.5895,0
1576347691,0.002,0
1576347692,11.163,0
1576347693,12.27,0
1576347694,13.901,0
1576347695,7.587,0
1576347696,10.332,0
1576347697,11.643,0
1576347698,9.089,0
1576347700,9.538,0
1576347701,10.334,0
1576347702,11.828,0
1576347703,12.347,0
1576347705,1.2385,0
1576347706,13.445,0
1576347708,11.119,0
1576347709,11.822,0
1576347710,10.931,0
1576347711,9.314,0
1576347712,8.554,0
1576347713,10.693,0
1576347714,11.375,0
1576347715,7.553,0
1576347718,2.557,0
1576347719,0.002,0
1576347720,12.699,0
1576347721,9.864,0
1576347722,9.361,0
1576347723,5.078,0
1576347725,8.801,0
1576347726,8.728,0
1576347727,8.551,0
1576347728,7.88,0
1576347729,9.755,0
1576347730,13.392,0
1576347731,8.317,0
1576347732,0.001,0
1576347733,0.001,0
1576347734,9.796,0
1576347735,11.88,0
1576347736,14.57,0
1576347737,12.638,0
1576347738,15.735,0
1576347739,10.948,0
1576347740,5.331,0
1576347742,7.438,0
1576347743,12.412,0
1576347744,8.43,0
1576347745,5.459,0
1576347747,1.9885,0
1576347748,10.799,0
1576347749,12.008,0
1576347751,8.688,0
1576347752,9.99,0
1576347753,9.159,0
1576347754,6.352,0
1576347755,8.318,0
1576347756,9.4745,0
1576347757,15.853,0
1576347760,2.466,0
1576347761,2.385,0
1576347762,23.202,0
1576347763,25.636,0
1576347764,23.829,0
1576347765,21.0905,0
1576347766,10.836,0
1576347768,12.308,0
1576347769,10.906,0
1576347770,10.58,0
1576347771,12.958,0
1576347772,15.936,0
1576347773,10.3345,0
1576347774,0.002,0
1576347775,13.081,0
1576347777,9.476,0
1576347778,11.125,0
1576347779,12.736,0
1576347780,12.467,0
1576347781,14.121,0
1576347782,12.748,0
1576347783,9.739,0
1576347784,11.905,0
1576347786,12.939,0
1576347787,11.195,0
1576347789,7.715,0
1576347790,11.706,0
1576347791,11.569,0
1576347792,7.112,0
1576347794,6.277,0
1576347795,7.798,0
1576347796,0.044,0
1576347797,0.011,0
1576347799,1.418,0
1576347800,1.418,0
1576347803,2.295,0
1576347804,16.843,0
1576347805,15.499,0
1576347806,17.752,0
1576347807,17.676,0
1576347808,31.275,0
1576347809,69.355,0
1576347810,82.821,0
1576347811,86.46,0
1576347812,86.46,0
1576347813,87.511,0
1576347814,74.921,0
1576347815,38.868,0
1576347816,0.002,0
1576347817,18.279,0
1576347818,18.862,0
1576347819,20.867,0
1576347820,23.025,0
1576347822,76.559,0
1576347823,74.262,0
1576347824,67.836,0
1576347825,49.892,0
1576347826,52.927,0
1576347827,58.289,0
1576347828,51.641,0
1576347829,0.001,0
1576347830,0.001,0
1576347831,9.22,0
1576347832,25.955,0
1576347833,93.909,0
1576347834,85.955,0
1576347835,91.958,0
1576347836,96.925,0
1576347837,93.18,0
1576347839,72.945,0
1576347840,61.577,0
1576347841,65.075,0
1576347842,68.138,0
1576347844,6.8635,0
1576347845,49.723,0
1576347846,49.723,0
1576347847,57.094,0
1576347848,62.348,0
1576347849,20.897,0
1576347850,69.994,0
1576347851,82.745,0
1576347852,80.683,0
1576347853,82.307,0
1576347854,82.307,0
1576347855,62.875,0
1576347857,13.845,0
1576347858,6.924,0
1576347859,42.375,0
1576347860,56.024,0
1576347861,62.847,0
1576347862,74.736,0
1576347864,72.831,0
1576347865,70.323,0
1576347866,70.871,0
1576347867,69.599,0
1576347868,74.26,0
1576347869,70.088,0
1576347870,34.194,0
1576347871,0.002,0
1576347872,82.755,0
1576347874,83.136,0
1576347875,82.673,0
1576347876,67.887,0
1576347877,71.222,0
1576347878,33.459,0
1576347879,36.277,0
1576347880,37.533,0
1576347882,40.153,0
1576347883,28.559,0
1576347884,30.443,0
1576347886,3.482,0
1576347887,28.901,0
1576347888,41.919,0
1576347889,24.179,0
1576347891,11.724,0
1576347892,10.287,0
1576347893,15.156,0
1576347894,17.684,0
1576347895,20.51,0
1576347896,17.179,0
1576347898,9.7605,0
1576347899,8.022,0
1576347900,0.158,0
1576347901,0.521,0
1576347902,4.164,0
1576347903,6.065,0
1576347904,8.43,0
1576347905,11.988,0
1576347906,14.238,0
1576347907,14.34,0
1576347908,13.623,0
1576347910,11.17,0
1576347912,9.104,0
1576347913,0.002,0
1576347914,5.281,0
1576347915,8.372,0
1576347916,10.252,0
1576347917,10.205,0
1576347918,9.7025,0
1576347920,9.749,0
1576347921,9.599,0
1576347922,9.156,0
1576347923,7.774,0
1576347924,5.766,0
1576347926,3.581,0
1576347927,0.539,0
1576347928,2.012,0
1576347929,15.04,0
1576347930,20.234,0
1576347931,16.774,0
1576347932,16.516,0
1576347933,12.059,0
1576347934,11.1,0
1576347935,17.595,0
1576347936,15.935,0
1576347938,20.78,0
1576347940,10.061,0
1576347941,0.002,0
1576347942,7.934,0
1576347943,11.451,0
1576347944,9.769,0
1576347945,11.565,0
1576347946,2.279,0
1576347948,2.809,0
1576347949,8.265,0
1576347950,4.883,0
1576347951,3.879,0
1576347952,2.351,0
1576347953,3.349,0
1576347955,0.8205,0
1576347956,1.965,0
1576347958,2.12,0
1576347959,1.96,0
1576347960,2.129,0
1576347961,1.594,0
1576347962,2.291,0
1576347963,1.339,0
1576347964,2.131,0
1576347965,2.055,0
1576347966,3.275,0
1576347968,2.622,0
1576347969,3.59,0
1576347970,1.965,0
1576347971,5.123,0
1576347972,3.954,0
1576347973,3.414,0
1576347974,3.102,0
1576347975,3.456,0
1576347976,4.107,0
1576347978,4.571,0
1576347979,2.923,0
1576347980,2.355,0
1576347982,5.536,0
1576347983,2.286,0
1576347984,4.583,0
1576347985,7.074,0
1576347986,5.734,0
1576347987,2.64,0
1576347989,2.71,0
1576347990,2.665,0
1576347991,2.141,0
1576347992,2.4,0
1576347993,2.41,0
1576347994,2.275,0
1576347995,3.533,0
1576347996,2.474,0
1576347997,1.5515,0
1576347999,1.909,0
1576348000,2.611,0
1576348001,3.331,0
1576348002,4.801,0
1576348003,3.916,0
1576348004,5.56,0
1576348005,3.651,0
1576348006,3.756,0
1576348007,3.344,0
1576348008,4.29,0
1576348010,3.674,0
1576348011,1.722,0
1576348012,2.351,0
1576348013,4.469,0
1576348014,4.36,0
1576348015,4.323,0
1576348016,5.01,0
1576348017,2.853,0
1576348018,3.422,0
1576348019,4.111,0
1576348021,3.798,0
1576348022,4.277,0
1576348024,3.073,0
1576348025,1.538,0
1576348026,6.412,0
1576348027,5.051,0
1576348028,5.614,0
1576348029,4.271,0
1576348031,4.005,0
1576348032,5.461,0
1576348033,4.911,0
1576348034,5.107,0
1576348035,7.477,0
1576348036,6.981,0
1576348037,3.815,0
1576348038,4.984,0
1576348039,4.3105,0
1576348040,3.208,0
1576348042,3.39,0
1576348043,4.005,0
1576348044,3.889,0
1576348045,2.923,0
1576348046,3.109,0
1576348047,6.725,0
1576348048,5.58,0
1576348049,3.353,0
1576348050,5.084,0
1576348052,5.856,0
1576348053,1.844,0
1576348054,4.029,0
1576348055,4.985,0
1576348056,5.839,0
1576348057,4.497,0
1576348058,5.107,0
1576348059,5.599,0
1576348060,5.253,0
1576348062,5.919,0
1576348063,3.623,0
1576348064,6.003,0
1576348065,4.174,0
1576348066,4.766,0
1576348067,5.098,0
1576348068,10.31,0
1576348069,14.26,0
1576348070,16.606,0
1576348072,17.36,0
1576348073,14.358,0
1576348074,18.346,0
1576348075,21.417,0
1576348076,15.378,0
1576348077,8.464,0
1576348079,5.313,0
1576348080,0.225,0
1576348081,0.225,0
1576348082,7.59,0
1576348083,5.517,0
1576348084,4.152,0
1576348085,3.475,0
1576348086,3.764,0
1576348087,4.436,0
1576348088,3.528,0
1576348089,2.754,0
1576348090,2.3,0
1576348093,2.74,0
1576348094,2.797,0
1576348095,1.071,0
1576348096,3.368,0
1576348097,4.193,0
1576348098,4.295,0
1576348099,5.195,0
1576348100,2.526,0
1576348101,2.189,0
1576348102,3.928,0
1576348104,3.167,0
1576348105,4.423,0
1576348106,3.686,0
1576348107,3.127,0
1576348108,0.002,0
1576348109,2.241,0
1576348110,3.604,0
1576348111,3.443,0
1576348112,1.92,0
1576348113,3.413,0
1576348115,4.435,0
1576348116,13.334,0
1576348117,12.669,0
1576348124,0.302,0
1576348125,6.998,0
1576348126,8.958,0
1576348127,8.656,0
1576348128,8.83,0
1576348129,5.897,0
1576348130,4.876,0
1576348131,6.03,0
1576348132,8.681,0
1576348133,5.406,0
1576348135,6.58,0
1576348136,0.323,0
1576348137,1.345,0
1576348138,3.971,0
1576348139,4.328,0
1576348140,4.256,0
1576348141,4.261,0
1576348142,4.923,0
1576348143,4.787,0
1576348144,4.401,0
1576348145,4.401,0
1576348146,3.778,0
1576348147,3.338,0
1576348149,1.891,0
1576348150,0.001,0
1576348151,3.242,0
1576348152,4.546,0
1576348153,4.1975,0
1576348154,3.738,0
1576348155,3.664,0
1576348157,2.784,0
1576348158,1.372,0
1576348159,2.851,0
1576348160,3.457,0
1576348161,4.466,0
1576348163,0.741,0
1576348164,0.372,0
1576348165,1.041,0
1576348166,2.358,0
1576348168,3.259,0
1576348169,8.81,0
1576348170,6.822,0
1576348171,9.847,0
1576348172,10.758,0
1576348173,7.128,0
1576348174,13.929,0
1576348175,8.514,0
1576348176,16.335,0
1576348177,1.366,0
1576348178,1.6603333333333332,0
1576348180,6.236,0
1576348181,8.086,0
1576348182,6.721,0
1576348183,2.022,0
1576348184,2.349,0
1576348185,1.271,0
1576348186,1.5015,0
1576348187,1.644,0
1576348188,3.087,0
1576348189,3.095,0
1576348191,4.311,0
1576348192,0.807,0
1576348193,0.826,0
1576348194,1.227,0
1576348195,1.52,0
1576348196,1.262,0
1576348197,0.585,0
1576348198,2.307,0
1576348199,3.5,0
1576348200,4.823,0
1576348201,4.823,0
1576348202,5.306,0
1576348203,4.802,0
1576348205,1.089,0
1576348206,0.607,0
1576348207,5.15,0
1576348208,7.178,0
1576348209,4.326,0
1576348210,3.965,0
1576348211,2.87,0
1576348212,4.902,0
1576348214,5.399,0
1576348215,5.704,0
1576348216,5.063,0
1576348217,5.382,0
1576348218,5.154,0
1576348220,0.808,0
1576348221,5.51,0
1576348222,2.925,0
1576348223,1.202,0
1576348224,3.252,0
1576348226,8.922,0
1576348227,9.001,0
1576348228,8.222,0
1576348229,9.611,0
1576348230,11.33,0
1576348231,13.646,0
1576348232,11.987,0
1576348233,0.002,0
1576348234,3.451,0
1576348235,5.736,0
1576348236,6.639,0
1576348238,6.576,0
1576348239,5.248,0
1576348240,11.157,0
1576348241,8.044,0
1576348242,8.243,0
1576348243,7.143,0
1576348244,12.46,0
1576348246,4.484,0
1576348247,2.2435,0
1576348249,6.547,0
1576348250,10.95,0
1576348251,10.723,0
1576348252,12.693,0
1576348253,15.232,0
1576348254,13.548,0
1576348255,12.407,0
1576348256,16.001,0
1576348257,13.698,0
1576348258,14.224,0
1576348260,16.451,0
1576348262,2.178,0
1576348263,7.316,0
1576348264,7.424,0
1576348265,7.367,0
1576348266,7.276,0
1576348267,7.33,0
1576348268,7.299,0
1576348269,6.631,0
1576348271,6.686,0
1576348272,7.222,0
1576348274,4.228,0
1576348275,0.002,0
1576348277,6.581,0
1576348278,7.401,0
1576348279,6.435,0
1576348280,7.207,0
1576348282,6.978,0
1576348283,6.579,0
1576348284,7.165,0
1576348285,7.273,0
1576348286,6.729,0
1576348288,1.434,0
1576348289,0.774,0
1576348290,5.523,0
1576348291,5.259,0
1576348292,5.672,0
1576348294,16.633,0
1576348295,18.009,0
1576348296,13.754,0
1576348297,17.475,0
1576348299,16.012,0
1576348300,15.575,0
1576348301,14.439,0
1576348302,2.151,0
1576348303,1.9205,0
1576348305,6.488,0
1576348306,6.512,0
1576348307,6.826,0
1576348308,6.116,0
1576348309,5.475,0
1576348310,5.609,0
1576348311,4.918,0
1576348312,5.608,0
1576348313,5.2205,0
1576348316,5.59,0
1576348317,0.002,0
1576348318,3.431,0
1576348319,5.715,0
1576348320,5.617,0
1576348321,7.7995,0
1576348322,8.369,0
1576348323,7.119,0
1576348324,11.78,0
1576348326,10.902,0
1576348327,11.288,0
1576348328,7.523,0
1576348330,5.815,0
1576348331,3.0855,0
1576348332,4.486,0
1576348333,6.576,0
1576348334,7.129,0
1576348335,6.858,0
1576348336,4.6055,0
1576348338,2.7,0
1576348339,11.742,0
1576348340,8.925,0
1576348341,12.504,0
1576348342,12.243,0
1576348343,13.011,0
1576348345,1.4075,0
1576348346,6.713,0
1576348347,3.533,0
1576348349,3.354,0
1576348350,2.286,0
1576348351,3.866,0
1576348352,2.858,0
1576348353,1.912,0
1576348354,4.108,0
1576348355,2.319,0
1576348356,1.466,0
1576348357,0.38,0
1576348358,0.3015,0
1576348360,0.001,0
1576348361,0.883,0
1576348362,1.597,0
1576348363,2.406,0
1576348364,2.785,0
1576348365,2.397,0
1576348366,2.405,0
1576348367,2.399,0
1576348368,2.634,0
1576348369,2.584,0
1576348370,2.443,0
1576348373,1.204,0
1576348374,0.002,0
1576348375,1.028,0
1576348376,1.854,0
1576348377,0.968,0
1576348378,2.114,0
1576348379,1.916,0
1576348380,5.456,0
1576348381,1.474,0
1576348383,1.169,0
1576348384,3.617,0
1576348385,4.263,0
1576348387,0.413,0
1576348388,0.208,0
1576348389,0.857,0
1576348390,1.965,0
1576348391,1.387,0
1576348392,1.435,0
1576348393,1.814,0
1576348395,1.827,0
1576348396,0.63,0
1576348397,1.122,0
1576348398,0.011,0
1576348399,0.811,0
1576348401,0.693,0
1576348402,0.7725,0
1576348403,0.48,0
1576348405,0.033,0
1576348406,0.067,0
1576348407,0.044,0
1576348408,0.022,0
1576348409,0.044,0
1576348410,0.067,0
1576348411,0.067,0
1576348412,0.055,0
1576348415,0.067,0
1576348416,0.039,0
1576348417,0.067,0
1576348418,0.056,0
1576348419,0.025,0
1576348420,0.013,0
1576348421,0.067,0
1576348423,0.067,0
1576348424,0.067,0
1576348425,0.055,0
1576348426,0.067,0
1576348427,0.067,0
1576348428,0.055,0
1576348429,0.055,0
1576348432,0.067,0
1576348433,0.055,0
1576348434,0.067,0
1576348436,0.055,0
1576348437,0.05,0
1576348438,0.055,0
1576348440,0.067,0
1576348441,0.055,0
1576348442,0.067,0
1576348443,0.067,0
1576348444,0.055,0
1576348445,0.055,0
1576348446,0.067,0
1576348447,0.067,0
1576348449,0.067,0
1576348450,0.055,0
1576348451,0.055,0
1576348452,0.039,0
1576348453,0.035,0
1576348454,0.055,0
1576348455,0.078,0
1576348456,0.067,0
1576348458,0.055,0
1576348459,0.055,0
1576348460,0.067,0
1576348461,0.067,0
1576348462,0.067,0
1576348463,0.067,0
1576348464,0.033,0
1576348466,0.044,0
1576348467,0.055,0
1576348468,0.067,0
1576348469,0.033,0
1576348470,0.022,0
1576348471,0.0165,0
1576348472,0.011,0
1576348473,0.022,0
1576348475,0.011,0
1576348476,0.024,0
1576348477,0.005,0
1576348479,0.011,0
1576348480,0.011,0
1576348481,0.007,0
1576348482,0.001,0
1576348483,0.022,0
1576348484,0.011,0
1576348486,0.011,0
1576348487,0.011,0
1576348488,0.011,0
1576348489,0.022,0
1576348490,0.011,0
1576348491,0.022,0
1576348492,0.011,0
1576348495,0.011,0
1576348496,0.011,0
1576348497,0.011,0
1576348498,0.022,0
1576348499,0.011,0
1576348501,0.022,0
1576348502,0.011,0
1576348504,0.022,0
1576348505,0.011,0
1576348506,0.022,0
1576348508,0.022,0
1576348509,0.011,0
1576348510,0.021,0
1576348511,0.012,0
1576348513,0.011,0
1576348514,0.011,0
1576348515,0.022,0
1576348516,0.011,0
1576348517,0.011,0
1576348518,0.022,0
1576348519,0.011,0
1576348520,0.022,0
1576348522,0.011,0
1576348524,0.011,0
1576348525,0.022,0
1576348526,0.011,0
1576348527,0.022,0
1576348528,0.011,0
1576348529,0.022,0
1576348530,0.022,0
1576348531,0.011,0
1576348532,0.022,0
1576348533,0.011,0
1576348534,0.011,0
1576348535,0.011,0
1576348536,0.011,0
1576348537,0.022,0
1576348538,0.011,0
1576348540,0.022,0
1576348541,0.011,0
1576348542,0.022,0
1576348543,0.0125,0
1576348544,0.011,0
1576348545,0.011,0
1576348546,0.022,0
1576348547,0.011,0
1576348548,0.022,0
1576348549,0.011,0
1576348551,0.022,0
1576348552,0.011,0
1576509763,0.115,1
1576509764,0.0045,1
1576509767,0.035,1
1576509771,0.149,1
1576509772,1.915,1
1576509773,19.121,1
1576509774,13.847,1
1576509776,17.36,1
1576509777,10.999,1
1576509778,13.204,1
1576509779,15.966,1
1576509780,20.216,1
1576509781,11.607,1
1576509782,15.639,1
1576509783,14.326,1
1576509785,4.708,1
1576509786,0.002,1
1576509787,15.47,1
1576509788,15.999,1
1576509789,14.373,1
1576509790,15.0,1
1576509791,22.277,1
1576509793,13.659,1
1576509794,14.997,1
1576509795,16.699,1
1576509796,22.449,1
1576509797,15.764,1
1576509798,5.341,1
1576509799,0.001,1
1576509800,3.375,1
1576509802,16.707,1
1576509803,15.375,1
1576509804,15.79,1
1576509805,18.652,1
1576509806,18.419,1
1576509807,17.14,1
1576509808,15.969,1
1576509809,11.926,1
1576509811,8.497,1
1576509812,8.497,1
1576509815,16.763,1
1576509816,16.33,1
1576509817,9.405,1
1576509818,14.892,1
1576509820,18.306,1
1576509821,11.223,1
1576509822,9.429,1
1576509823,11.254,1
1576509824,11.23,1
1576509825,11.204,1
1576509826,2.712,1
1576509827,2.712,1
1576509828,0.002,1
1576509829,15.16,1
1576509830,12.415,1
1576509831,10.051,1
1576509832,10.171,1
1576509833,14.429,1
1576509834,17.839,1
1576509835,14.375,1
1576509836,10.555,1
1576509838,12.96,1
1576509839,14.186,1
1576509840,6.504,1
1576509841,0.001,1
1576509842,11.282,1
1576509843,20.158,1
1576509844,17.249,1
1576509846,12.711,1
1576509847,7.824,1
1576509848,7.429,1
1576509849,8.285,1
1576509850,6.06,1
1576509851,7.426,1
1576509852,11.165,1
1576509854,16.075,1
1576509856,3.548,1
1576509857,13.166,1
1576509858,8.962,1
1576509859,9.057,1
1576509860,9.494,1
1576509861,9.675,1
1576509862,13.247,1
1576509864,10.867,1
1576509865,9.698,1
1576509866,8.659,1
1576509868,3.144,1
1576509869,1.0493333333333332,1
1576509870,13.673,1
1576509871,16.977,1
1576509873,16.329,1
1576509874,18.683,1
1576509875,9.529,1
1576509876,10.231,1
1576509877,10.627,1
1576509878,8.98,1
1576509879,10.006,1
1576509882,10.853,1
1576509883,0.001,1
1576509884,3.617,1
1576509885,6.053,1
1576509886,9.05,1
1576509887,11.297,1
1576509888,16.034,1
1576509890,6.818,1
1576509891,8.986,1
1576509892,10.792,1
1576509893,9.837,1
1576509894,9.867,1
1576509895,10.23,1
1576509897,1.7045,1
1576509899,14.213,1
1576509900,11.853,1
1576509901,6.055,1
1576509902,0.703,1
1576509903,2.613,1
1576509904,12.577,1
1576509905,6.598,1
1576509907,10.702,1
1576509908,13.31,1
1576509910,3.794,1
1576509911,1.954,1
1576509912,10.654,1
1576509913,11.164,1
1576509914,7.366,1
1576509915,7.366,1
1576509916,7.044,1
1576509917,8.525,1
1576509918,11.616,1
1576509919,11.709,1
1576509920,7.89,1
1576509921,6.686,1
1576509922,9.226,1
1576509923,6.01,1
1576509924,6.01,1
1576509925,0.002,1
1576509926,5.998,1
1576509927,9.405,1
1576509928,12.593,1
1576509929,13.879,1
1576509930,9.688,1
1576509931,10.733,1
1576509933,8.567,1
1576509934,7.824,1
1576509935,16.795,1
1576509936,10.06,1
1576509937,6.297,1
1576509939,3.4295,1
1576509940,10.346,1
1576509942,5.694,1
1576509943,9.382,1
1576509944,11.366,1
1576509945,11.82,1
1576509946,15.529,1
1576509947,15.37,1
1576509948,12.363,1
1576509950,11.312,1
1576509951,13.151,1
1576509953,0.8525,1
1576509954,6.8205,1
1576509955,10.446,1
1576509956,7.433,1
1576509958,9.772,1
1576509959,9.268,1
1576509960,11.92,1
1576509961,10.719,1
1576509962,12.307,1
1576509963,7.291,1
1576509964,9.97,1
1576509965,3.733,1
1576509966,0.002,1
1576509967,0.002,1
1576509968,12.653,1
1576509969,15.618,1
1576509970,15.457,1
1576509971,14.231,1
1576509972,18.387,1
1576509973,14.765,1
1576509974,13.637,1
1576509976,15.385,1
1576509977,9.856,1
1576509980,0.002,1
1576509981,10.797,1
1576509982,19.077,1
1576509983,17.171,1
1576509985,16.192,1
1576509986,14.784,1
1576509987,11.596,1
1576509988,10.304,1
1576509989,13.443,1
1576509990,15.536,1
1576509991,13.8945,1
1576509994,0.589,1
1576509995,3.107,1
1576509996,17.232,1
1576509997,6.713,1
1576509998,12.038,1
1576509999,10.5295,1
1576510000,7.51,1
1576510001,9.312,1
1576510003,8.342,1
1576510004,10.822,1
1576510005,11.697,1
1576510007,4.8,1
1576510008,0.002,1
1576510009,13.919,1
1576510010,8.561,1
1576510012,7.513,1
1576510013,7.997,1
1576510014,6.622,1
1576510015,8.598,1
1576510016,13.508,1
1576510017,10.853,1
1576510018,12.206,1
1576510021,8.393,1
1576510022,0.003,1
1576510023,9.038,1
1576510024,13.029,1
1576510025,5.866,1
1576510026,0.011,1
1576510027,0.011,1
1576510028,0.011,1
1576510030,1.13,1
1576510031,4.033,1
1576510032,19.687,1
1576510033,22.9,1
1576510034,26.574,1
1576510035,14.2055,1
1576510036,2.469,1
1576510038,13.9,1
1576510039,15.813,1
1576510040,15.0,1
1576510041,17.054,1
1576510042,16.103,1
1576510043,11.788,1
1576510044,11.857,1
1576510046,13.906,1
1576510047,11.287,1
1576510048,15.99,1
1576510049,4.246,1
1576510050,2.224,1
1576510051,69.047,1
1576510052,78.013,1
1576510053,83.335,1
1576510055,103.964,1
1576510056,124.362,1
1576510057,135.749,1
1576510058,141.256,1
1576510059,150.401,1
1576510060,148.164,1
1576510061,150.032,1
1576510062,78.823,1
1576510063,0.002,1
1576510064,0.002,1
1576510065,11.998,1
1576510066,21.131,1
1576510067,22.201,1
1576510068,22.899,1
1576510069,20.117,1
1576510070,19.443,1
1576510071,18.019,1
1576510072,17.746,1
1576510074,13.396,1
1576510075,10.28,1
1576510078,1.405,1
1576510079,7.52,1
1576510080,9.237,1
1576510082,9.187,1
1576510083,10.096,1
1576510084,8.915,1
1576510085,8.104,1
1576510086,9.358,1
1576510087,9.288,1
1576510088,34.239,1
1576510089,98.59,1
1576510091,10.425,1
1576510092,5.214,1
1576510093,7.788,1
1576510094,7.824,1
1576510095,9.111,1
